state_sigla,city,localizador,latitud,longitud
ES,sao mateus,"sao mateus ES, Brazil",-18.7146049,-39.8539499
ES,jaguare,"jaguare ES, Brazil",-18.9029244,-40.0712037
ES,conceicao da barra,"conceicao da barra ES, Brazil",-18.5841421,-39.7371844
ES,itaunas,"itaunas ES, Brazil",-18.4200051,-39.7086453
ES,braco do rio,"braco do rio ES, Brazil",-18.43186585,-39.86851748008456
ES,pedro canario,"pedro canario ES, Brazil",-18.2998272,-39.9558844
ES,cristal do norte,"cristal do norte ES, Brazil",-18.0828478,-40.09614486183402
ES,pinheiros,"pinheiros ES, Brazil",-18.4127047,-40.217534
ES,sao joao do sobrado,"sao joao do sobrado ES, Brazil",-18.37209645,-40.36590829635161
MG,belo horizonte,"belo horizonte MG, Brazil",-19.9225776,-43.9451356
MG,belo horizont,"belo horizont MG, Brazil",,
MG,belo horizonta,"belo horizonta MG, Brazil",,
MG,contagem,"contagem MG, Brazil",-19.9132749,-44.0840953
MG,ibirite,"ibirite MG, Brazil",-20.0214251,-44.0621506
MG,sarzedo,"sarzedo MG, Brazil",-20.0353,-44.1453
MG,mario campos,"mario campos MG, Brazil",-20.0511,-44.1858
MG,betim,"betim MG, Brazil",-19.968056,-44.198333
MG,igarape,"igarape MG, Brazil",-20.068789,-44.3017439
MG,sao joaquim de bicas,"sao joaquim de bicas MG, Brazil",-20.0489052,-44.2731691
MG,santa luzia,"santa luzia MG, Brazil",-19.7702097,-43.8505291
MG,vespasiano,"vespasiano MG, Brazil",-19.6940958,-43.9186521
MG,sao jose da lapa,"sao jose da lapa MG, Brazil",-19.6988548,-43.9583194
MG,lagoa santa,"lagoa santa MG, Brazil",-19.6357376,-43.8966132
MG,confins,"confins MG, Brazil",-19.6278749,-43.9912311
MG,pedro leopoldo,"pedro leopoldo MG, Brazil",-19.617778,-44.043055
MG,vera cruz de minas,"vera cruz de minas MG, Brazil",-19.720502250000003,-44.03888226874032
MG,ribeirao das neves,"ribeirao das neves MG, Brazil",-19.7672898,-44.0875436
MG,taquaracu de minas,"taquaracu de minas MG, Brazil",-19.669445,-43.687777
MG,nova lima,"nova lima MG, Brazil",-19.9854089,-43.8470691
MG,rio acima,"rio acima MG, Brazil",-20.0875,-43.789166
MG,raposos,"raposos MG, Brazil",-19.967223,-43.804167
MG,sabara,"sabara MG, Brazil",-19.8900372,-43.8107916
MG,sabará,"sabará MG, Brazil",-19.8900372,-43.8107916
MG,ravena,"ravena MG, Brazil",-19.78497265,-43.74611915
MG,caete,"caete MG, Brazil",-19.897777,-43.670278
MG,morro vermelho,"morro vermelho MG, Brazil",-20.3918556,-43.3600271
MG,nova uniao,"nova uniao MG, Brazil",-19.6901893,-43.580107
MG,governador valadares,"governador valadares MG, Brazil",-18.8539497,-41.9458753
MG,sao vitor,"sao vitor MG, Brazil",-18.72546095,-41.7320080550613
MG,baguari,"baguari MG, Brazil",-18.93955175,-42.07670918976859
MG,goiabal,"goiabal MG, Brazil",-18.75918835,-42.28256749487113
MG,chonim,"chonim MG, Brazil",-18.633000000000003,-42.067458333333335
MG,mathias lobato,"mathias lobato MG, Brazil",-18.5760459,-41.9155448
MG,frei inocencio,"frei inocencio MG, Brazil",-18.563076,-41.9064881
MG,nova modica,"nova modica MG, Brazil",-18.4392679,-41.4973651
MG,pescador,"pescador MG, Brazil",-18.3563609,-41.5981451
MG,marilac,"marilac MG, Brazil",-18.5075,-42.080278
MG,mesquita,"mesquita MG, Brazil",-19.221667,-42.607222
MG,naque,"naque MG, Brazil",-19.2271271,-42.3280185
MG,periquito,"periquito MG, Brazil",-19.1559319,-42.2412259
MG,itanhomi,"itanhomi MG, Brazil",-19.171111,-41.864167
MG,capitao andrade,"capitao andrade MG, Brazil",-19.0675,-41.859722
MG,tumiritinga,"tumiritinga MG, Brazil",-18.976946,-41.645851
MG,engenheiro caldas,"engenheiro caldas MG, Brazil",-19.201389,-42.046944
MG,sao jose do acacio,"sao jose do acacio MG, Brazil",-19.0515,-42.01547767857143
MG,fernandes tourinho,"fernandes tourinho MG, Brazil",-19.152778,-42.083056
MG,alpercata,"alpercata MG, Brazil",-18.9803616,-41.9827637
MG,tarumirim,"tarumirim MG, Brazil",-19.2818607,-42.0070412
MG,sao vicente do rio doce,"sao vicente do rio doce MG, Brazil",-19.28875225,-41.720876317489484
MG,sobralia,"sobralia MG, Brazil",-19.2345745,-42.0978033
MG,sao joao do oriente,"sao joao do oriente MG, Brazil",-19.3408771,-42.1550791
MG,acucena,"acucena MG, Brazil",-19.073056,-42.546666
MG,dom cavati,"dom cavati MG, Brazil",-19.3744152,-42.1067301
MG,ipatinga,"ipatinga MG, Brazil",-19.4777807,-42.5270802
MG,santana do paraiso,"santana do paraiso MG, Brazil",-19.3652914,-42.5494833
MG,joanesia,"joanesia MG, Brazil",-19.1756282,-42.6815534
MG,coronel fabriciano,"coronel fabriciano MG, Brazil",-19.5200067,-42.6282686
MG,antonio dias,"antonio dias MG, Brazil",-19.6525,-42.872778
MG,timoteo,"timoteo MG, Brazil",-19.5771395,-42.6436108
MG,marlieria,"marlieria MG, Brazil",-19.711867,-42.7343059
MG,jaguaracu,"jaguaracu MG, Brazil",-19.6471951,-42.7513291
MG,braunas,"braunas MG, Brazil",-19.055556,-42.716111
MG,iapu,"iapu MG, Brazil",-19.436389,-42.217223
MG,sao sebastiao da barra,"sao sebastiao da barra MG, Brazil",-19.2365,-42.241101740311144
MG,bugre,"bugre MG, Brazil",-19.4257687,-42.2556
MG,belo oriente,"belo oriente MG, Brazil",-19.2232523,-42.4807033
MG,sao sebastiao de braunas,"sao sebastiao de braunas MG, Brazil",-19.2783958,-42.442245682458186
MG,ipaba,"ipaba MG, Brazil",-19.411389,-42.42
MG,vargem alegre,"vargem alegre MG, Brazil",-19.6070413,-42.2997922
MG,aimores,"aimores MG, Brazil",-19.4917754,-41.0615603
MG,conceicao do capim,"conceicao do capim MG, Brazil",-19.582685,-41.19195583156026
MG,penha do capim,"penha do capim MG, Brazil",-19.67904795,-41.24060577530361
MG,sao sebastiao da vala,"sao sebastiao da vala MG, Brazil",-19.7799944,-41.26179510781938
MG,itueta,"itueta MG, Brazil",-19.3962456,-41.2263075
MG,santa rita do itueto,"santa rita do itueto MG, Brazil",-19.3576722,-41.3801488
MG,sao jose do itueto,"sao jose do itueto MG, Brazil",-19.362,-41.45114178264407
MG,resplendor,"resplendor MG, Brazil",-19.3254413,-41.2554622
MG,calixto,"calixto MG, Brazil",-19.18777715,-41.15304005606465
MG,independencia,"independencia MG, Brazil",-19.1688484,-41.259806664208426
MG,campo alegre de minas,"campo alegre de minas MG, Brazil",-15.5548209,-44.07794844071429
MG,conselheiro pena,"conselheiro pena MG, Brazil",-19.1720883,-41.471995
MG,cuite velho,"cuite velho MG, Brazil",-19.2283562,-41.6455793
MG,barra do cuiete,"barra do cuiete MG, Brazil",-19.1015,-41.5337689277133
MG,aldeia,"aldeia MG, Brazil",-19.008438,-41.119645775
MG,cuparaque,"cuparaque MG, Brazil",-18.9697,-41.0986
MG,goiabeira,"goiabeira MG, Brazil",-18.9804026,-41.224571
MG,alvarenga,"alvarenga MG, Brazil",-19.4175,-41.728334
MG,galileia,"galileia MG, Brazil",-19.0008674,-41.5383935
MG,sapucaia do norte,"sapucaia do norte MG, Brazil",-18.83943215,-41.46225381552883
MG,sao geraldo do baixio,"sao geraldo do baixio MG, Brazil",-18.9167012,-41.3613816
MG,central de minas,"central de minas MG, Brazil",-18.7612885,-41.3071204
MG,floresta,"floresta MG, Brazil",-18.7766324,-41.252186870454544
MG,divino das laranjeiras,"divino das laranjeiras MG, Brazil",-18.7775,-41.479167
MG,central de santa helena,"central de santa helena MG, Brazil",-18.70248265,-41.5433051465717
MG,mendes pimentel,"mendes pimentel MG, Brazil",-18.6611641,-41.4020716
MG,sao felix de minas,"sao felix de minas MG, Brazil",-18.5910792,-41.4863145
MG,sao joao do manteninha,"sao joao do manteninha MG, Brazil",-18.7229295,-41.1615277
MG,itabirinha,"itabirinha MG, Brazil",-18.5711894,-41.2339862
MG,boa uniao de itabirinha,"boa uniao de itabirinha MG, Brazil",-18.4995,-41.3
MG,mantena,"mantena MG, Brazil",-18.7809937,-40.9808279
MG,barra do ariranha,"barra do ariranha MG, Brazil",-18.6324715,-41.140550899999994
MG,limeira de mantena,"limeira de mantena MG, Brazil",-18.573500000000003,-41.155547829011866
MG,nova belem,"nova belem MG, Brazil",-18.4914334,-41.1050052
MG,caratinga,"caratinga MG, Brazil",-19.7900887,-42.140533
MG,sapucaia,"sapucaia MG, Brazil",-19.86407675,-42.19891892104319
MG,santa efigenia,"santa efigenia MG, Brazil",-20.30207,-45.5484047
MG,santo antonio do manhuacu,"santo antonio do manhuacu MG, Brazil",-19.73564545,-41.842863537002486
MG,sao joao do jacutinga,"sao joao do jacutinga MG, Brazil",-19.73924615,-41.921160037587725
MG,imbe de minas,"imbe de minas MG, Brazil",-19.5989453,-41.9694294
MG,entre folhas,"entre folhas MG, Brazil",-19.6258823,-42.2328975
MG,piedade de caratinga,"piedade de caratinga MG, Brazil",-19.7601211,-42.0767321
MG,santa rita de minas,"santa rita de minas MG, Brazil",-19.8745404,-42.1325122
MG,santa barbara do leste,"santa barbara do leste MG, Brazil",-19.978334,-42.140555
MG,inhapim,"inhapim MG, Brazil",-19.5501834,-42.1209879
MG,sao sebastiao do anta,"sao sebastiao do anta MG, Brazil",-19.4972592,-41.983428
MG,sao domingos das dores,"sao domingos das dores MG, Brazil",-19.5281943,-42.0132239
MG,ubaporanga,"ubaporanga MG, Brazil",-19.6344637,-42.1073048
MG,bom jesus do galho,"bom jesus do galho MG, Brazil",-19.8283191,-42.3162256
MG,corrego novo,"corrego novo MG, Brazil",-19.832223,-42.395833
MG,pingo-d agua,"pingo-d agua MG, Brazil",-19.7284768,-42.4098217
MG,raul soares,"raul soares MG, Brazil",-20.102222,-42.451944
MG,bicuiba,"bicuiba MG, Brazil",-20.7720376,-42.3004667
MG,vermelho velho,"vermelho velho MG, Brazil",-19.9960724,-42.34103
MG,sao vicente da estrela,"sao vicente da estrela MG, Brazil",-19.9472356,-42.46311373873606
MG,santana do tabuleiro,"santana do tabuleiro MG, Brazil",-19.96242,-42.218357016020406
MG,vermelho novo,"vermelho novo MG, Brazil",-20.0356065,-42.2671476
MG,sao pedro dos ferros,"sao pedro dos ferros MG, Brazil",-20.1706687,-42.522901
MG,aguas ferreas,"aguas ferreas MG, Brazil",-20.10719945,-42.603036331095545
MG,pedra bonita,"pedra bonita MG, Brazil",-22.7565159,-45.8426019
MG,abre campo,"abre campo MG, Brazil",-20.295421,-42.480131
MG,matipo,"matipo MG, Brazil",-20.2896695,-42.3426599
MG,sericita,"sericita MG, Brazil",-20.4738307,-42.4821683
MG,rio casca,"rio casca MG, Brazil",-20.2049635,-42.6556993
MG,urucania,"urucania MG, Brazil",-20.350833,-42.739444
MG,piedade de ponte nova,"piedade de ponte nova MG, Brazil",-20.245333,-42.7343995
MG,santa cruz do escalvado,"santa cruz do escalvado MG, Brazil",-20.2355745,-42.8142315
MG,santo antonio do grama,"santo antonio do grama MG, Brazil",-20.314444,-42.608611
MG,jequeri,"jequeri MG, Brazil",-20.453056,-42.666111
MG,grota,"grota MG, Brazil",-20.4188918,-42.582889654170394
MG,sao vicente do grama,"sao vicente do grama MG, Brazil",-20.52355375,-42.5414632077644
MG,ouro preto,"ouro preto MG, Brazil",-20.385527,-43.5035214
MG,sao bartolomeu,"sao bartolomeu MG, Brazil",-20.0492931,-42.823652
MG,rodrigo silva,"rodrigo silva MG, Brazil",-20.42312,-43.615306
MG,glaura,"glaura MG, Brazil",-20.2886174,-43.6478876
MG,cachoeira do campo,"cachoeira do campo MG, Brazil",-20.3516282,-43.6719426
MG,antonio pereira,"antonio pereira MG, Brazil",-20.3006011,-43.4829204
MG,amarantina,"amarantina MG, Brazil",-20.3132207,-43.7103544
MG,lavras novas,"lavras novas MG, Brazil",-20.46280125,-43.52637183940418
MG,mariana,"mariana MG, Brazil",-20.3781468,-43.4174862
MG,passagem de mariana,"passagem de mariana MG, Brazil",-20.3944787,-43.4464152
MG,bandeirantes,"bandeirantes MG, Brazil",-20.3517969,-43.363276034840496
MG,cachoeira do brumado,"cachoeira do brumado MG, Brazil",-20.396382,-43.2760572
MG,monsenhor horta,"monsenhor horta MG, Brazil",-20.3446993,-43.2921539
MG,furquim,"furquim MG, Brazil",-20.3561671,-43.2090609
MG,santa rita durao,"santa rita durao MG, Brazil",-20.1821054,-43.4151007
MG,claudio manuel,"claudio manuel MG, Brazil",-20.2136753,-43.1987566
MG,ponte nova,"ponte nova MG, Brazil",-20.4164353,-42.90878
MG,rosario do pontal,"rosario do pontal MG, Brazil",-20.3321983,-42.93247602472931
MG,guaraciaba,"guaraciaba MG, Brazil",-20.5718037,-43.0057078
MG,diogo de vasconcelos,"diogo de vasconcelos MG, Brazil",-20.4868723,-43.1984645
MG,acaiaca,"acaiaca MG, Brazil",-20.3621646,-43.1444162
MG,oratorios,"oratorios MG, Brazil",-20.4303,-42.8056
MG,dom silverio,"dom silverio MG, Brazil",-20.1631352,-42.9666824
MG,sem peixe,"sem peixe MG, Brazil",-20.1015407,-42.8408301
MG,rio doce,"rio doce MG, Brazil",-20.2447972,-42.8970432
MG,amparo da serra,"amparo da serra MG, Brazil",-20.5070255,-42.8028462
MG,barra longa,"barra longa MG, Brazil",-20.2833541,-43.0423516
MG,itabirito,"itabirito MG, Brazil",-20.2519724,-43.8029171
MG,brumadinho,"brumadinho MG, Brazil",-20.143611,-44.2
MG,moeda,"moeda MG, Brazil",-20.333056,-44.0525
MG,belo vale,"belo vale MG, Brazil",-20.407778,-44.024167
MG,santana do paraopeba,"santana do paraopeba MG, Brazil",-20.3837555,-44.09632040550238
MG,piedade dos gerais,"piedade dos gerais MG, Brazil",-20.471111,-44.226945
MG,crucilandia,"crucilandia MG, Brazil",-20.3985647,-44.3429275
MG,bonfim,"bonfim MG, Brazil",-17.1095565,-43.8179164
MG,rio manso,"rio manso MG, Brazil",-20.1912278,-44.2756505
MG,itaguara,"itaguara MG, Brazil",-20.391389,-44.488055
MG,entre rios de minas,"entre rios de minas MG, Brazil",-20.670834,-44.065556
MG,desterro de entre rios,"desterro de entre rios MG, Brazil",-20.66,-44.332223
MG,sao bras do suacui,"sao bras do suacui MG, Brazil",-20.625,-43.948889
MG,jeceaba,"jeceaba MG, Brazil",-20.5353816,-43.983346
MG,divinopolis,"divinopolis MG, Brazil",-20.1597921,-44.8739341
MG,santo antonio dos campos,"santo antonio dos campos MG, Brazil",-20.08034895,-45.02520390571997
MG,sao sebastiao do oeste,"sao sebastiao do oeste MG, Brazil",-20.274723,-45.003611
MG,carmo do cajuru,"carmo do cajuru MG, Brazil",-20.184444,-44.770834
MG,perdigao,"perdigao MG, Brazil",-19.953056,-45.084166
MG,sao goncalo do para,"sao goncalo do para MG, Brazil",-19.982778,-44.859167
MG,boa vista de minas,"boa vista de minas MG, Brazil",-19.82359065,-44.95371586592822
MG,nova serrana,"nova serrana MG, Brazil",-19.875834,-44.984166
MG,claudio,"claudio MG, Brazil",-20.4448485,-44.7655217
MG,monsenhor joao alexandre,"monsenhor joao alexandre MG, Brazil",-20.3598966,-44.732133626834425
MG,carmopolis de minas,"carmopolis de minas MG, Brazil",-20.541224,-44.6350611
MG,piracema,"piracema MG, Brazil",-20.5091579,-44.4754464
MG,passa tempo,"passa tempo MG, Brazil",-20.650556,-44.495833
MG,oliveira,"oliveira MG, Brazil",-20.6971953,-44.8273969
MG,morro do ferro,"morro do ferro MG, Brazil",-20.8114706,-46.8375928
MG,sao francisco de paula,"sao francisco de paula MG, Brazil",-20.7098288,-44.9817485
MG,carmo da mata,"carmo da mata MG, Brazil",-20.558334,-44.8703774
MG,itapecerica,"itapecerica MG, Brazil",-20.472778,-45.125556
MG,lamounier,"lamounier MG, Brazil",-20.5113937,-45.03855647211791
MG,neolandia,"neolandia MG, Brazil",-20.3775,-45.169281250000004
MG,camacho,"camacho MG, Brazil",-20.625556,-45.156667
MG,sao jose dos salgados,"sao jose dos salgados MG, Brazil",-20.1034031,-44.77955715687631
MG,santo antonio do monte,"santo antonio do monte MG, Brazil",-20.086944,-45.290555
MG,pedra do indaia,"pedra do indaia MG, Brazil",-20.258333,-45.208611
MG,corrego fundo,"corrego fundo MG, Brazil",-20.4490405,-45.5558238
MG,formiga,"formiga MG, Brazil",-20.4648425,-45.4266753
MG,japaraiba,"japaraiba MG, Brazil",-20.1416346,-45.5032099
MG,pains,"pains MG, Brazil",-20.3672648,-45.6633353
MG,pimenta,"pimenta MG, Brazil",-20.4827995,-45.7985894
MG,arcos,"arcos MG, Brazil",-20.282223,-45.539444
MG,lagoa da prata,"lagoa da prata MG, Brazil",-20.022778,-45.5440462
MG,martins guimaraes,"martins guimaraes MG, Brazil",-20.095144150000003,-45.42921175
MG,luz,"luz MG, Brazil",-19.7871171,-45.6846736
MG,esteios,"esteios MG, Brazil",-19.98006175,-45.66468556885624
MG,bom despacho,"bom despacho MG, Brazil",-19.7375242,-45.2517288
MG,engenho do ribeiro,"engenho do ribeiro MG, Brazil",-19.568573,-45.30437
MG,araujos,"araujos MG, Brazil",-19.948055,-45.165556
MG,moema,"moema MG, Brazil",-19.8435409,-45.4106241
MG,martinho campos,"martinho campos MG, Brazil",-19.331945,-45.236666
MG,ibitira,"ibitira MG, Brazil",-19.4352708,-45.18267101400819
MG,alberto isaacson,"alberto isaacson MG, Brazil",-19.4794668,-45.08038230960618
MG,dores do indaia,"dores do indaia MG, Brazil",-19.4636451,-45.60166
MG,estrela do indaia,"estrela do indaia MG, Brazil",-19.5225,-45.7875
MG,serra da saudade,"serra da saudade MG, Brazil",-19.4404288,-45.7931291
MG,abaete,"abaete MG, Brazil",-19.1566833,-45.4481213
MG,biquinhas,"biquinhas MG, Brazil",-18.783611,-45.502222
MG,paineiras,"paineiras MG, Brazil",-18.904167,-45.534722
MG,pocoes de paineiras,"pocoes de paineiras MG, Brazil",-18.9095,-45.39295
MG,cedro do abaete,"cedro do abaete MG, Brazil",-19.148333,-45.711389
MG,quartel geral,"quartel geral MG, Brazil",-19.2730674,-45.5570007
MG,morada nova de minas,"morada nova de minas MG, Brazil",-18.6024892,-45.3513867
MG,pompeu,"pompeu MG, Brazil",-19.218611,-45.002778
MG,pitangui,"pitangui MG, Brazil",-19.682223,-44.890555
MG,onca de pitangui,"onca de pitangui MG, Brazil",-19.73,-44.807222
MG,leandro ferreira,"leandro ferreira MG, Brazil",-19.7169632,-45.0245003
MG,centro,"centro MG, Brazil",-21.1201345,-42.9425494
MG,para de minas,"para de minas MG, Brazil",-19.8599637,-44.6075313
MG,torneiros,"torneiros MG, Brazil",-19.868331150000003,-44.744532453474534
MG,maravilhas,"maravilhas MG, Brazil",-19.515278,-44.676389
MG,pequi,"pequi MG, Brazil",-19.6315163,-44.6597262
MG,conceicao do para,"conceicao do para MG, Brazil",-19.752222,-44.896944
MG,papagaios,"papagaios MG, Brazil",-19.4487775,-44.7478694
MG,mateus leme,"mateus leme MG, Brazil",-19.986666,-44.428056
MG,azurita,"azurita MG, Brazil",-20.0153247,-44.48009513978853
MG,serra azul,"serra azul MG, Brazil",-20.09022445,-44.4222584
MG,juatuba,"juatuba MG, Brazil",-19.954001,-44.3407921
MG,itauna,"itauna MG, Brazil",-20.075556,-44.576389
MG,itatiaiucu,"itatiaiucu MG, Brazil",-20.1975724,-44.4224889
MG,santa terezinha de minas,"santa terezinha de minas MG, Brazil",-20.223,-44.39121495656882
MG,florestal,"florestal MG, Brazil",-19.8878705,-44.4314766
MG,sao jose da varginha,"sao jose da varginha MG, Brazil",-19.7087286,-44.5577812
MG,igaratinga,"igaratinga MG, Brazil",-19.955278,-44.7089254
MG,antunes,"antunes MG, Brazil",-19.8995692,-44.690634192105264
MG,sete lagoas,"sete lagoas MG, Brazil",-19.466111,-44.246944
MG,baldim,"baldim MG, Brazil",-19.2913568,-43.9558262
MG,sao vicente,"sao vicente MG, Brazil",-19.36458795,-43.931034820028295
MG,funilandia,"funilandia MG, Brazil",-19.3711961,-44.0599481
MG,inhauma,"inhauma MG, Brazil",-19.490277,-44.389166
MG,prudente de morais,"prudente de morais MG, Brazil",-19.4825,-44.155556
MG,matozinhos,"matozinhos MG, Brazil",-19.5576547,-44.0816035
MG,mocambeiro,"mocambeiro MG, Brazil",-19.5115,-44.010918156718894
MG,capim branco,"capim branco MG, Brazil",-16.3877865,-46.8970553
MG,esmeraldas,"esmeraldas MG, Brazil",-19.7613111,-44.3145945
MG,melo viana,"melo viana MG, Brazil",-19.715147,-44.174815325
MG,fortuna de minas,"fortuna de minas MG, Brazil",-19.561662,-44.4451854
MG,cachoeira da prata,"cachoeira da prata MG, Brazil",-19.524723,-44.453056
MG,jequitiba,"jequitiba MG, Brazil",-19.2361583,-44.03063
MG,caetanopolis,"caetanopolis MG, Brazil",-19.2947496,-44.4138386
MG,paraopeba,"paraopeba MG, Brazil",-19.2756823,-44.4034123
MG,aracai,"aracai MG, Brazil",-19.200833,-44.2475
MG,cordisburgo,"cordisburgo MG, Brazil",-19.125834,-44.320278
MG,santana de pirapama,"santana de pirapama MG, Brazil",-19.0075,-44.040833
MG,curvelo,"curvelo MG, Brazil",-18.7571926,-44.4305993
MG,santa rita do cedro,"santa rita do cedro MG, Brazil",-18.8831245,-44.223258145454544
MG,anguereta,"anguereta MG, Brazil",-19.0521451,-44.608245999241035
MG,felixlandia,"felixlandia MG, Brazil",-18.7573983,-44.8991465
MG,inimutaba,"inimutaba MG, Brazil",-18.7301732,-44.3623971
MG,morro da garca,"morro da garca MG, Brazil",-18.5435188,-44.6030199
MG,ferros,"ferros MG, Brazil",-19.234984,-43.019542
MG,esmeraldas de ferros,"esmeraldas de ferros MG, Brazil",-19.331715,-42.8781561
MG,passabem,"passabem MG, Brazil",-19.3521707,-43.1374619
MG,sao sebastiao do rio preto,"sao sebastiao do rio preto MG, Brazil",-19.2923414,-43.1758535
MG,itambe do mato dentro,"itambe do mato dentro MG, Brazil",-19.4144399,-43.3223059
MG,jaboticatubas,"jaboticatubas MG, Brazil",-19.521667,-43.745277
MG,santana do riacho,"santana do riacho MG, Brazil",-19.168611,-43.714444
MG,congonhas do norte,"congonhas do norte MG, Brazil",-18.8100392,-43.6783242
MG,conceicao do mato dentro,"conceicao do mato dentro MG, Brazil",-19.037222,-43.425278
MG,santo antonio do norte,"santo antonio do norte MG, Brazil",-18.78349335,-43.55202902587837
MG,dom joaquim,"dom joaquim MG, Brazil",-18.967137,-43.2552141
MG,gororos,"gororos MG, Brazil",-18.83,-43.262100000000004
MG,morro do pilar,"morro do pilar MG, Brazil",-19.216389,-43.376667
MG,carmesia,"carmesia MG, Brazil",-19.0854535,-43.1392003
MG,santo antonio do rio abaixo,"santo antonio do rio abaixo MG, Brazil",-19.2280364,-43.2532149
MG,dores de guanhaes,"dores de guanhaes MG, Brazil",-19.0578968,-42.9292569
MG,itabira,"itabira MG, Brazil",-19.6186264,-43.2267011
MG,ipoema,"ipoema MG, Brazil",-19.6199949,-43.41433150237809
MG,senhora do carmo,"senhora do carmo MG, Brazil",-19.50872735,-43.423410166394234
MG,bom jesus do amparo,"bom jesus do amparo MG, Brazil",-19.7045132,-43.4752911
MG,santa maria de itabira,"santa maria de itabira MG, Brazil",-19.4483453,-43.1167817
MG,nova era,"nova era MG, Brazil",-20.7426124,-42.8807584
MG,joao monlevade,"joao monlevade MG, Brazil",-19.809444,-43.173334
MG,sao goncalo do rio abaixo,"sao goncalo do rio abaixo MG, Brazil",-19.8252042,-43.362126
MG,bela vista de minas,"bela vista de minas MG, Brazil",-19.8289721,-43.0973688
MG,rio piracicaba,"rio piracicaba MG, Brazil",-19.982333,-43.2322858
MG,alvinopolis,"alvinopolis MG, Brazil",-20.1105199,-43.0601805
MG,fonseca,"fonseca MG, Brazil",-20.136193650000003,-43.2423583001599
MG,santa barbara,"santa barbara MG, Brazil",-19.959444,-43.415278
MG,barra feliz,"barra feliz MG, Brazil",-19.95805085,-43.45513488785359
MG,catas altas,"catas altas MG, Brazil",-20.0748989,-43.4078304
MG,barao de cocais,"barao de cocais MG, Brazil",-19.9452437,-43.4870298
MG,barão de cocais,"barão de cocais MG, Brazil",-19.9452437,-43.4870298
MG,dionisio,"dionisio MG, Brazil",-19.841944,-42.776945
MG,sao jose do goiabal,"sao jose do goiabal MG, Brazil",-19.925098,-42.7083162
MG,sao domingos do prata,"sao domingos do prata MG, Brazil",-19.8671078,-42.9658318
MG,juiz de fora,"juiz de fora MG, Brazil",-21.7609533,-43.3501129
MG,sarandira,"sarandira MG, Brazil",-21.832199,-43.1893104
MG,rosario de minas,"rosario de minas MG, Brazil",-21.7085611,-43.6199796
MG,ewbank da camara,"ewbank da camara MG, Brazil",-21.551389,-43.509722
MG,chacara,"chacara MG, Brazil",-21.6727567,-43.2206851
MG,matias barbosa,"matias barbosa MG, Brazil",-21.8691643,-43.3180624
MG,simao pereira,"simao pereira MG, Brazil",-21.963611,-43.311667
MG,belmiro braga,"belmiro braga MG, Brazil",-21.9486291,-43.413564
MG,rio preto,"rio preto MG, Brazil",-16.535859,-46.696753
MG,santa barbara do monte verde,"santa barbara do monte verde MG, Brazil",-21.9578146,-43.7024953
MG,santa rita de jacutinga,"santa rita de jacutinga MG, Brazil",-22.149166,-44.094444
MG,lima duarte,"lima duarte MG, Brazil",-21.842777,-43.792777
MG,conceicao da ibitipoca,"conceicao da ibitipoca MG, Brazil",-21.7193029,-43.9254856
MG,olaria,"olaria MG, Brazil",-21.8607194,-43.9370942
MG,santana do garambeu,"santana do garambeu MG, Brazil",-21.601389,-44.104167
MG,pedro teixeira,"pedro teixeira MG, Brazil",-21.7056637,-43.7492357
MG,rio novo,"rio novo MG, Brazil",-21.4753189,-43.1250813
MG,goiana,"goiana MG, Brazil",-21.5375,-43.2014
MG,coronel pacheco,"coronel pacheco MG, Brazil",-21.5878865,-43.2615975
MG,piau,"piau MG, Brazil",-21.5074738,-43.320587
MG,guarani,"guarani MG, Brazil",-21.35876,-43.0481021
MG,tabuleiro,"tabuleiro MG, Brazil",-21.3592212,-43.2479134
MG,pirauba,"pirauba MG, Brazil",-21.276945,-43.025834
MG,rio pomba,"rio pomba MG, Brazil",-21.275,-43.178889
MG,silveirania,"silveirania MG, Brazil",-21.158611,-43.215556
MG,merces,"merces MG, Brazil",-21.1947265,-43.3407272
MG,paiva,"paiva MG, Brazil",-21.289441,-43.4175347
MG,barbacena,"barbacena MG, Brazil",-21.2254524,-43.7735087
MG,costas da mantiqueira,"costas da mantiqueira MG, Brazil",-21.246871,-43.63646564033757
MG,pinheiro grosso,"pinheiro grosso MG, Brazil",-21.20363465,-43.723149046277086
MG,correia de almeida,"correia de almeida MG, Brazil",-21.2975259,-43.617383221875
MG,desterro do melo,"desterro do melo MG, Brazil",-21.1460033,-43.518329
MG,barroso,"barroso MG, Brazil",-21.187137,-43.9771259
MG,dores de campos,"dores de campos MG, Brazil",-21.107222,-44.0225
MG,santa barbara do tugurio,"santa barbara do tugurio MG, Brazil",-21.245833,-43.559444
MG,antonio carlos,"antonio carlos MG, Brazil",-21.318334,-43.746666
MG,ibertioga,"ibertioga MG, Brazil",-21.431111,-43.966111
MG,piedade do rio grande,"piedade do rio grande MG, Brazil",-21.4679371,-44.1939394
MG,bias fortes,"bias fortes MG, Brazil",-21.605833,-43.756944
MG,santa rita do ibitipoca,"santa rita do ibitipoca MG, Brazil",,
MG,santos dumont,"santos dumont MG, Brazil",-21.455867,-43.5522107
MG,dores do paraibuna,"dores do paraibuna MG, Brazil",-21.5072555,-43.6109998
MG,sao joao da serra,"sao joao da serra MG, Brazil",-21.4747667,-43.4362538
