state_sigla,city,localizador,latitud,longitud
MS,porto murtinho,"porto murtinho MS, Brazil",-21.698078,-57.883586
MS,bonito,"bonito MS, Brazil",-21.1264766,-56.4902208
MS,corumba,"corumba MS, Brazil",-19.0016365,-57.6534316
MS,ladario,"ladario MS, Brazil",-19.0036585,-57.6028285
MS,miranda,"miranda MS, Brazil",-20.2401082,-56.3844728
MS,bodoquena,"bodoquena MS, Brazil",-20.5508775,-56.6769653
MS,coxim,"coxim MS, Brazil",-18.504915,-54.7450251
MS,pedro gomes,"pedro gomes MS, Brazil",-18.0990797,-54.550579
MS,sonora,"sonora MS, Brazil",-17.5852028,-54.7548288
MS,camapua,"camapua MS, Brazil",-19.5291747,-54.0434641
MS,pontinha do cocho,"pontinha do cocho MS, Brazil",-19.092417500000003,-53.70828925865972
MS,figueirao,"figueirao MS, Brazil",-18.67821,-53.6379864
MS,bandeirantes,"bandeirantes MS, Brazil",-19.9179623,-54.3646768
MS,jaraguari,"jaraguari MS, Brazil",-20.1019755,-54.4377423
MS,rochedo,"rochedo MS, Brazil",-19.956488,-54.884769
MS,corguinho,"corguinho MS, Brazil",-19.827429,-54.8322243
MS,rio negro,"rio negro MS, Brazil",-19.4466984,-54.9860433
MS,rio verde de mato grosso,"rio verde de mato grosso MS, Brazil",-18.9169208,-54.8410727
MS,sao gabriel do oeste,"sao gabriel do oeste MS, Brazil",-19.3944843,-54.5755213
MS,paranaiba,"paranaiba MS, Brazil",-19.6751971,-51.1874986
MS,alcinopolis,"alcinopolis MS, Brazil",-18.3264121,-53.7094463
MS,cassilandia,"cassilandia MS, Brazil",-19.1128242,-51.7345354
MS,costa rica,"costa rica MS, Brazil",-18.5333859,-53.1394286
MS,paraiso das aguas,"paraiso das aguas MS, Brazil",-19.0219279,-53.0122646
MS,chapadao do sul,"chapadao do sul MS, Brazil",-18.7949051,-52.6199512
MS,aparecida do taboado,"aparecida do taboado MS, Brazil",-20.0840304,-51.1013943
MS,inocencia,"inocencia MS, Brazil",-19.7310751,-51.9307502
MS,selviria,"selviria MS, Brazil",-20.3616393,-51.4251863
MS,tres lagoas,"tres lagoas MS, Brazil",-20.7866799,-51.7061247
MS,arapua,"arapua MS, Brazil",-20.76263115,-52.16191135145242
MS,brasilandia,"brasilandia MS, Brazil",-21.255575,-52.0365617
MS,agua clara,"agua clara MS, Brazil",-20.4385757,-52.8797496
MS,santa rita do pardo,"santa rita do pardo MS, Brazil",-21.3025544,-52.8262142
MS,fatima do sul,"fatima do sul MS, Brazil",-22.3750499,-54.516698
MS,vicentina,"vicentina MS, Brazil",-22.4093447,-54.4370921
MS,sao jose,"sao jose MS, Brazil",-22.4880897,-54.425512376
MS,jatei,"jatei MS, Brazil",-22.4815624,-54.307006
MS,gloria de dourados,"gloria de dourados MS, Brazil",-22.4173731,-54.2313391
MS,ivinhema,"ivinhema MS, Brazil",-22.302254,-53.8276006
MS,amandina,"amandina MS, Brazil",-22.41961255,-53.601881177660744
MS,novo horizonte do sul,"novo horizonte do sul MS, Brazil",-22.6546565,-53.857078
MS,nova andradina,"nova andradina MS, Brazil",-22.2547041,-53.3513857
MS,nova casa verde,"nova casa verde MS, Brazil",-21.7987696,-53.41723671230329
MS,bataipora,"bataipora MS, Brazil",-22.2976466,-53.2685608
MS,taquarussu,"taquarussu MS, Brazil",-22.4870022,-53.3524041
MS,anaurilandia,"anaurilandia MS, Brazil",-22.185169,-52.719056
MS,bataguassu,"bataguassu MS, Brazil",-21.715899,-52.422058
MS,angelica,"angelica MS, Brazil",-22.1588196,-53.7728504
MS,deodapolis,"deodapolis MS, Brazil",-22.276272,-54.168163
MS,lagoa bonita,"lagoa bonita MS, Brazil",-22.2257347,-54.22435469518288
MS,dourados,"dourados MS, Brazil",-22.2206145,-54.812208
MS,sao pedro,"sao pedro MS, Brazil",-22.1859016,-54.6915767605291
MS,itahum,"itahum MS, Brazil",-22.0854362,-55.349606
MS,vila vargas,"vila vargas MS, Brazil",-22.140481,-54.60373543981147
MS,douradina,"douradina MS, Brazil",-22.0402812,-54.6118292
MS,itapora,"itapora MS, Brazil",-22.0799142,-54.7874239
MS,pirapora,"pirapora MS, Brazil",-21.96660635,-54.68325430887097
MS,montese,"montese MS, Brazil",-22.02249725,-54.73701605386448
MS,ponta pora,"ponta pora MS, Brazil",-22.5286917,-55.723426
MS,ponta porã,"ponta porã MS, Brazil",-22.5286917,-55.723426
MS,sanga puita,"sanga puita MS, Brazil",-22.6544156,-55.591744472800826
MS,antonio joao,"antonio joao MS, Brazil",-22.1892837,-55.9508227
MS,laguna carapa,"laguna carapa MS, Brazil",-22.5549233,-55.1505549
MS,paranhos,"paranhos MS, Brazil",-23.8927851,-55.4287213
MS,aral moreira,"aral moreira MS, Brazil",-22.951141,-55.6268421
MS,vila marques,"vila marques MS, Brazil",-23.0255335,-55.5877995
MS,sete quedas,"sete quedas MS, Brazil",-23.978822,-55.0428349
MS,caarapo,"caarapo MS, Brazil",-22.6349267,-54.8240903
MS,cristalina,"cristalina MS, Brazil",-22.4966296,-54.64433590905925
MS,navirai,"navirai MS, Brazil",-23.0622152,-54.2018319
MS,juti,"juti MS, Brazil",-22.8611994,-54.604793
MS,iguatemi,"iguatemi MS, Brazil",-23.673555,-54.563731
MS,itaquirai,"itaquirai MS, Brazil",-23.4801914,-54.1833692
MS,eldorado,"eldorado MS, Brazil",-23.7838809,-54.2832024
MS,tacuru,"tacuru MS, Brazil",-23.635954,-55.014137
MS,mundo novo,"mundo novo MS, Brazil",-23.9378876,-54.2859489
MS,japora,"japora MS, Brazil",-23.8919161,-54.406888
MS,amambai,"amambai MS, Brazil",-23.1082701,-55.2284854
MS,coronel sapucaia,"coronel sapucaia MS, Brazil",-23.27186,-55.5288174
PR,curitiba,"curitiba PR, Brazil",-25.4295963,-49.2712724
PR,balneario de picarras,"balneario de picarras PR, Brazil",,
PR,* cidade,"* cidade PR, Brazil",-23.5503953,-46.72770807289966
PR,sao jose dos pinhais,"sao jose dos pinhais PR, Brazil",-25.533816,-49.2072163
PR,sao  jose dos pinhais,"sao  jose dos pinhais PR, Brazil",-25.533816,-49.2072163
PR,tijucas do sul,"tijucas do sul PR, Brazil",-25.9273376,-49.179265
PR,paranagua,"paranagua PR, Brazil",-25.5148822,-48.5226695
PR,alexandra,"alexandra PR, Brazil",-25.55307745,-48.62907100363683
PR,ilha dos valadares,"ilha dos valadares PR, Brazil",-25.5329481,-48.50919213134149
PR,pontal do parana,"pontal do parana PR, Brazil",-25.574765,-48.3614806
PR,matinhos,"matinhos PR, Brazil",-25.8187344,-48.5342813
PR,guaratuba,"guaratuba PR, Brazil",-25.8806192,-48.5750905
PR,piraquara,"piraquara PR, Brazil",-25.4423273,-49.0604473
PR,pinhais,"pinhais PR, Brazil",-25.4443488,-49.1900307
PR,morretes,"morretes PR, Brazil",-25.4770051,-48.8321911
PR,porto de cima,"porto de cima PR, Brazil",-25.4351873,-48.8773251
PR,antonina,"antonina PR, Brazil",-25.4298854,-48.7125431
PR,guaraquecaba,"guaraquecaba PR, Brazil",-25.2983566,-48.3290185
PR,colombo,"colombo PR, Brazil",-25.2925439,-49.2243472
PR,quatro barras,"quatro barras PR, Brazil",-25.3708987,-49.0745672
PR,borda do campo,"borda do campo PR, Brazil",-25.5311409,-49.04505
PR,campina grande do sul,"campina grande do sul PR, Brazil",-25.3046032,-49.0545355
PR,bocaiuva do sul,"bocaiuva do sul PR, Brazil",-25.206591,-49.114131
PR,tunas do parana,"tunas do parana PR, Brazil",-24.9761456,-49.0854528
PR,adrianopolis,"adrianopolis PR, Brazil",-24.6557863,-48.9912769
PR,almirante tamandare,"almirante tamandare PR, Brazil",-25.3133048,-49.2997838
PR,campo magro,"campo magro PR, Brazil",-25.3691533,-49.4496921
PR,rio branco do sul,"rio branco do sul PR, Brazil",-25.1885374,-49.3119082
PR,itaperucu,"itaperucu PR, Brazil",-25.21926,-49.345427
PR,cerro azul,"cerro azul PR, Brazil",-24.8245108,-49.2615181
PR,doutor ulysses,"doutor ulysses PR, Brazil",-24.5661713,-49.4203013
PR,campo largo,"campo largo PR, Brazil",-25.4597726,-49.5270851
PR,balsa nova,"balsa nova PR, Brazil",-25.5842234,-49.6312741
PR,bugre,"bugre PR, Brazil",-25.4978707,-49.6205036
PR,araucaria,"araucaria PR, Brazil",-25.5861107,-49.4051209
PR,contenda,"contenda PR, Brazil",-25.678811,-49.535044
PR,lapa,"lapa PR, Brazil",-12.9823694,-38.5122905
PR,mariental,"mariental PR, Brazil",-25.72806705,-49.64336912224981
PR,mandirituba,"mandirituba PR, Brazil",-25.7772457,-49.3279107
PR,areia branca dos assis,"areia branca dos assis PR, Brazil",-25.8649896,-49.3657582
PR,fazenda rio grande,"fazenda rio grande PR, Brazil",-25.645841,-49.3126653
PR,quitandinha,"quitandinha PR, Brazil",-25.8737269,-49.4977717
PR,doce grande,"doce grande PR, Brazil",-26.022387,-49.430872
PR,agudos do sul,"agudos do sul PR, Brazil",-25.9890808,-49.3328175
PR,pien,"pien PR, Brazil",-26.0988916,-49.4297904
PR,campo do tenente,"campo do tenente PR, Brazil",-25.9814143,-49.684518
PR,rio negro,"rio negro PR, Brazil",-26.1047668,-49.7982766
PR,sao mateus do sul,"sao mateus do sul PR, Brazil",-25.866823,-50.382796
PR,antonio olinto,"antonio olinto PR, Brazil",-25.9849006,-50.1974516
PR,ponta grossa,"ponta grossa PR, Brazil",-25.0891685,-50.1601812
PR,palmeira,"palmeira PR, Brazil",-25.4269718,-49.9987787
PR,porto amazonas,"porto amazonas PR, Brazil",-25.5494226,-49.8973805
PR,carambei,"carambei PR, Brazil",-24.9513298,-50.1171293
PR,sao joao do triunfo,"sao joao do triunfo PR, Brazil",-25.682971,-50.29492
PR,castro,"castro PR, Brazil",-24.794072,-49.9972914
PR,socavao,"socavao PR, Brazil",-24.7724224,-49.6962417
PR,colonia castrolanda,"colonia castrolanda PR, Brazil",,
PR,jaguariaiva,"jaguariaiva PR, Brazil",-24.2589699,-49.7201518
PR,senges,"senges PR, Brazil",-24.1141771,-49.4644197
PR,pirai do sul,"pirai do sul PR, Brazil",-24.5346602,-49.9399216
PR,imbau,"imbau PR, Brazil",-24.447597,-50.7557188
PR,telemaco borba,"telemaco borba PR, Brazil",-24.3282939,-50.6318021
PR,harmonia,"harmonia PR, Brazil",-24.3003358,-50.6051838
PR,curiuva,"curiuva PR, Brazil",-24.0383013,-50.455484
PR,figueira,"figueira PR, Brazil",-23.8481018,-50.4059875
PR,sapopema,"sapopema PR, Brazil",-23.9105099,-50.5791315
PR,tibagi,"tibagi PR, Brazil",-24.5151667,-50.4101487
PR,caetano mendes,"caetano mendes PR, Brazil",-24.6277664,-50.6436472
PR,reserva,"reserva PR, Brazil",-24.6545336,-50.8484432
PR,ventania,"ventania PR, Brazil",-24.2470771,-50.245452
PR,ortigueira,"ortigueira PR, Brazil",-24.2088891,-50.925043
PR,prudentopolis,"prudentopolis PR, Brazil",-25.203358,-50.9895774
PR,imbituva,"imbituva PR, Brazil",-25.2293338,-50.6051002
PR,guamiranga,"guamiranga PR, Brazil",-25.1909033,-50.8116961
PR,ipiranga,"ipiranga PR, Brazil",-25.0239759,-50.5854615
PR,ivai,"ivai PR, Brazil",-25.0069795,-50.8568896
PR,bom jardim do sul,"bom jardim do sul PR, Brazil",-25.0293818,-50.801033
PR,candido de abreu,"candido de abreu PR, Brazil",-24.5747463,-51.3432207
PR,irati,"irati PR, Brazil",-25.469663,-50.649287
PR,teixeira soares,"teixeira soares PR, Brazil",-25.3719287,-50.4586285
PR,fernandes pinheiro,"fernandes pinheiro PR, Brazil",-25.4148066,-50.5489837
PR,reboucas,"reboucas PR, Brazil",-25.6259339,-50.6946598
PR,rio azul,"rio azul PR, Brazil",-25.726644,-50.790534
PR,mallet,"mallet PR, Brazil",-25.8851656,-50.8268768
PR,uniao da vitoria,"uniao da vitoria PR, Brazil",-26.228596,-51.0869796
PR,porto vitoria,"porto vitoria PR, Brazil",-26.1605673,-51.2239397
PR,cruz machado,"cruz machado PR, Brazil",-26.0184626,-51.3503171
PR,santana,"santana PR, Brazil",-30.0488788,-51.2047986
PR,paula freitas,"paula freitas PR, Brazil",-26.2092739,-50.936462
PR,paulo frontin,"paulo frontin PR, Brazil",-26.0399524,-50.8337759
PR,bituruna,"bituruna PR, Brazil",-26.161281,-51.5533319
PR,general carneiro,"general carneiro PR, Brazil",-26.422982,-51.3146691
PR,ibaiti,"ibaiti PR, Brazil",-23.8452962,-50.1905666
PR,japira,"japira PR, Brazil",-23.8119773,-50.1397133
PR,pinhalao,"pinhalao PR, Brazil",-23.7889966,-50.0577318
PR,jaboti,"jaboti PR, Brazil",-23.7431092,-50.0748781
PR,tomazina,"tomazina PR, Brazil",-23.7777942,-49.9546482
PR,siqueira campos,"siqueira campos PR, Brazil",-23.687481,-49.830416
PR,salto do itarare,"salto do itarare PR, Brazil",-23.6038767,-49.626581
PR,wenceslau braz,"wenceslau braz PR, Brazil",-23.8748841,-49.8035872
PR,santana do itarare,"santana do itarare PR, Brazil",-23.7566225,-49.6292826
PR,sao jose da boa vista,"sao jose da boa vista PR, Brazil",-23.9171872,-49.6508016
PR,arapoti,"arapoti PR, Brazil",-24.1457957,-49.8224605
PR,guarapuava,"guarapuava PR, Brazil",-25.3950986,-51.4622016
PR,palmeirinha,"palmeirinha PR, Brazil",-25.2481896,-51.5473154
PR,colonia jordaozinho,"colonia jordaozinho PR, Brazil",,
PR,colonia vitoria,"colonia vitoria PR, Brazil",-24.2627685,-50.8462675
PR,candoi,"candoi PR, Brazil",-25.5711951,-52.051107
PR,foz do jordao,"foz do jordao PR, Brazil",-25.7377144,-52.1209188
PR,campina do simao,"campina do simao PR, Brazil",-25.1086375,-51.8076658
PR,turvo,"turvo PR, Brazil",-25.043933,-51.5392172
PR,inacio martins,"inacio martins PR, Brazil",-25.5725435,-51.0764637
PR,cantagalo,"cantagalo PR, Brazil",-25.3735238,-52.1238114
PR,goioxim,"goioxim PR, Brazil",-25.1987274,-51.9924229
PR,marquinho,"marquinho PR, Brazil",-25.1133759,-52.2581854
PR,pinhao,"pinhao PR, Brazil",-25.6960895,-51.6566366
PR,reserva do iguacu,"reserva do iguacu PR, Brazil",-25.8365103,-52.028256
PR,pitanga,"pitanga PR, Brazil",-24.759586,-51.7637582
PR,boa ventura de sao roque,"boa ventura de sao roque PR, Brazil",-24.88177,-51.5441292
PR,santa maria do oeste,"santa maria do oeste PR, Brazil",-24.9392355,-51.8712242
PR,mato rico,"mato rico PR, Brazil",-24.7045571,-52.1493001
PR,nova tebas,"nova tebas PR, Brazil",-24.437958,-51.945357
PR,manoel ribas,"manoel ribas PR, Brazil",-24.5177239,-51.6685729
PR,palmital,"palmital PR, Brazil",-24.8842985,-52.2113941
PR,laranjal,"laranjal PR, Brazil",-24.8909736,-52.4726747
PR,altamira do parana,"altamira do parana PR, Brazil",-24.7988854,-52.7131879
PR,laranjeiras do sul,"laranjeiras do sul PR, Brazil",-25.4073197,-52.4150132
PR,rio bonito do iguacu,"rio bonito do iguacu PR, Brazil",-25.4903906,-52.5262069
PR,porto barreiro,"porto barreiro PR, Brazil",-25.5466703,-52.409026
PR,nova laranjeiras,"nova laranjeiras PR, Brazil",-25.305376,-52.544682
PR,virmond,"virmond PR, Brazil",-25.3816653,-52.2034599
PR,guaraniacu,"guaraniacu PR, Brazil",-25.10035,-52.867811
PR,diamante do sul,"diamante do sul PR, Brazil",-25.0436147,-52.6800923
PR,nova aurora,"nova aurora PR, Brazil",-24.5282336,-53.2576703
PR,cafelandia,"cafelandia PR, Brazil",-24.6176963,-53.3218057
PR,corbelia,"corbelia PR, Brazil",-24.7951117,-53.2961804
PR,ouro verde do piquiri,"ouro verde do piquiri PR, Brazil",-24.6384726,-53.2119475
PR,iguatu,"iguatu PR, Brazil",-24.7170385,-53.0865561
PR,anahy,"anahy PR, Brazil",-24.6450861,-53.1337957
PR,braganey,"braganey PR, Brazil",-24.8179919,-53.118506
PR,ubirata,"ubirata PR, Brazil",-24.542725,-52.9899678
PR,campo bonito,"campo bonito PR, Brazil",-25.0328004,-52.992976
PR,quedas do iguacu,"quedas do iguacu PR, Brazil",-25.453001,-52.9090429
PR,espigao alto do iguacu,"espigao alto do iguacu PR, Brazil",-25.4223729,-52.8376411
PR,catanduvas,"catanduvas PR, Brazil",-25.2043528,-53.154826
PR,ibema,"ibema PR, Brazil",-25.1192916,-53.0071928
PR,tres barras do parana,"tres barras do parana PR, Brazil",-25.4212699,-53.1837577
PR,pato branco,"pato branco PR, Brazil",-26.2295984,-52.6712474
PR,sao roque do chopim,"sao roque do chopim PR, Brazil",,
PR,bom sucesso do sul,"bom sucesso do sul PR, Brazil",-26.0749256,-52.8348629
PR,vitorino,"vitorino PR, Brazil",-26.2647687,-52.7804392
PR,mariopolis,"mariopolis PR, Brazil",-26.3518327,-52.5491563
PR,clevelandia,"clevelandia PR, Brazil",-26.404065,-52.3513972
PR,mangueirinha,"mangueirinha PR, Brazil",-25.9412009,-52.1740852
PR,honorio serpa,"honorio serpa PR, Brazil",-26.143149,-52.383794
PR,coronel vivida,"coronel vivida PR, Brazil",-25.9803771,-52.5654277
PR,palmas,"palmas PR, Brazil",-26.483868,-51.988812
PR,coronel domingos soares,"coronel domingos soares PR, Brazil",-26.22394,-52.0314509
PR,chopinzinho,"chopinzinho PR, Brazil",-25.8566167,-52.5294107
PR,sulina,"sulina PR, Brazil",-25.7001327,-52.7207833
PR,saudade do iguacu,"saudade do iguacu PR, Brazil",-25.6915533,-52.6184857
PR,sao joao,"sao joao PR, Brazil",-25.6164631,-53.6928707
PR,dois irmãos,"dois irmãos PR, Brazil",-24.6212043,-53.9287909
PR,sao jorge d'oeste,"sao jorge d'oeste PR, Brazil",-25.7086966,-52.9189882
PR,sao jorge doeste,"sao jorge doeste PR, Brazil",,
PR,itapejara d  oeste,"itapejara d  oeste PR, Brazil",-25.9651274,-52.8149217
PR,vere,"vere PR, Brazil",-25.8812309,-52.9081757
PR,cruzeiro do iguacu,"cruzeiro do iguacu PR, Brazil",-25.6142278,-53.1299075
PR,francisco beltrao,"francisco beltrao PR, Brazil",-26.0790979,-53.0533527
PR,renascenca,"renascenca PR, Brazil",-26.158837,-52.970349
PR,marmeleiro,"marmeleiro PR, Brazil",-26.1472,-53.026741
PR,flor da serra do sul,"flor da serra do sul PR, Brazil",-26.2589553,-53.308432
PR,salgado filho,"salgado filho PR, Brazil",-26.1732041,-53.3619195
PR,manfrinopolis,"manfrinopolis PR, Brazil",-26.1440729,-53.3113372
PR,eneas marques,"eneas marques PR, Brazil",-25.9435584,-53.1637539
PR,nova esperanca do sudoeste,"nova esperanca do sudoeste PR, Brazil",-25.9004038,-53.2617627
PR,ampere,"ampere PR, Brazil",-25.9168712,-53.4742414
PR,santa izabel do oeste,"santa izabel do oeste PR, Brazil",-25.821652,-53.480146
PR,dois vizinhos,"dois vizinhos PR, Brazil",-25.7464681,-53.0554369
PR,salto do lontra,"salto do lontra PR, Brazil",-25.7815642,-53.3085197
PR,boa esperanca do iguacu,"boa esperanca do iguacu PR, Brazil",-25.6362851,-53.2139114
PR,nova prata do iguacu,"nova prata do iguacu PR, Brazil",-25.6325323,-53.3463611
PR,barracao,"barracao PR, Brazil",-26.252395,-53.6349576
PR,bom jesus do sul,"bom jesus do sul PR, Brazil",-26.192388,-53.54644230989628
PR,santo antonio do sudoeste,"santo antonio do sudoeste PR, Brazil",-26.0727118,-53.725556
PR,pinhal de sao bento,"pinhal de sao bento PR, Brazil",-26.0326418,-53.4837511
PR,pranchita,"pranchita PR, Brazil",-26.0209403,-53.7396825
PR,perola d'oeste,"perola d'oeste PR, Brazil",-25.827794,-53.743333
PR,bela vista da caroba,"bela vista da caroba PR, Brazil",-25.8792818,-53.6672545
PR,planalto,"planalto PR, Brazil",-25.7184492,-53.767216
PR,capanema,"capanema PR, Brazil",-25.6704878,-53.8083036
PR,realeza,"realeza PR, Brazil",-25.7720262,-53.5338306
PR,boa vista da aparecida,"boa vista da aparecida PR, Brazil",-25.4357216,-53.4067721
PR,capitao leonidas marques,"capitao leonidas marques PR, Brazil",-25.481645,-53.611238
PR,alto alegre do iguacu,"alto alegre do iguacu PR, Brazil",-25.4817929,-53.4833205
PR,santa lucia,"santa lucia PR, Brazil",-25.4079427,-53.5677252
PR,cascavel,"cascavel PR, Brazil",-24.9554996,-53.4560544
PR,cascavael,"cascavael PR, Brazil",,
PR,sede alvorada,"sede alvorada PR, Brazil",-24.8272526,-53.6461531
PR,rio do salto,"rio do salto PR, Brazil",-25.1261706,-53.3353602
PR,santa tereza do oeste,"santa tereza do oeste PR, Brazil",-25.0511956,-53.6161834
PR,lindoeste,"lindoeste PR, Brazil",-25.2608275,-53.5758136
PR,formosa do oeste,"formosa do oeste PR, Brazil",-24.2966562,-53.312801
PR,iracema do oeste,"iracema do oeste PR, Brazil",-24.427888,-53.3539137
PR,jesuitas,"jesuitas PR, Brazil",-24.3807263,-53.3855699
PR,ceu azul,"ceu azul PR, Brazil",-25.1484973,-53.8494214
PR,vera cruz do oeste,"vera cruz do oeste PR, Brazil",-25.058614,-53.8785648
PR,foz do iguacu,"foz do iguacu PR, Brazil",-25.5401479,-54.5858139
PR,santa terezinha de itaipu,"santa terezinha de itaipu PR, Brazil",-25.4390809,-54.4019902
PR,sao miguel do iguacu,"sao miguel do iguacu PR, Brazil",-25.349171,-54.240498
PR,aurora do iguacu,"aurora do iguacu PR, Brazil",-25.3706044,-54.1600669
PR,itaipulandia,"itaipulandia PR, Brazil",-25.1417007,-54.2980691
PR,sao jose do itavo,"sao jose do itavo PR, Brazil",,
PR,medianeira,"medianeira PR, Brazil",-25.2954233,-54.0940666
PR,serranopolis do iguacu,"serranopolis do iguacu PR, Brazil",-25.3798835,-54.0538801
PR,matelandia,"matelandia PR, Brazil",-25.2404183,-53.9835004
PR,ramilandia,"ramilandia PR, Brazil",-25.1190203,-54.0301175
PR,missal,"missal PR, Brazil",-25.0913359,-54.2476738
PR,santa helena,"santa helena PR, Brazil",-24.8591735,-54.3328813
PR,sao clemente,"sao clemente PR, Brazil",-24.7806975,-54.2357935
PR,diamante d  oeste,"diamante d  oeste PR, Brazil",-24.9446989,-54.1028594
PR,sao jose das palmeiras,"sao jose das palmeiras PR, Brazil",-24.8350864,-54.0621488
PR,toledo,"toledo PR, Brazil",-24.7222438,-53.7402476
PR,dez de maio,"dez de maio PR, Brazil",-24.6786356,-53.9163847
PR,novo sobradinho,"novo sobradinho PR, Brazil",-24.6248959,-53.7595031
PR,vila nova,"vila nova PR, Brazil",-23.9064006,-50.5966966
PR,novo sarandi,"novo sarandi PR, Brazil",-24.5646431,-53.9051089
PR,sao pedro do iguacu,"sao pedro do iguacu PR, Brazil",-24.9341766,-53.8579529
PR,nova santa rosa,"nova santa rosa PR, Brazil",-24.468132,-53.9547649
PR,ouro verde do oeste,"ouro verde do oeste PR, Brazil",-24.7741302,-53.906938
PR,assis chateaubriand,"assis chateaubriand PR, Brazil",-24.4054826,-53.5120468
PR,encantado d'oeste,"encantado d'oeste PR, Brazil",-24.4143746,-53.6543623
PR,bragantina,"bragantina PR, Brazil",-24.8332943,-53.1159432
PR,quatro pontes,"quatro pontes PR, Brazil",-24.5741062,-53.9780237
PR,tupassi,"tupassi PR, Brazil",-24.5857992,-53.5129537
PR,pato bragado,"pato bragado PR, Brazil",-24.6270545,-54.2264587
PR,palotina,"palotina PR, Brazil",-24.2839929,-53.8405463
PR,são camilo,"são camilo PR, Brazil",-24.1815149,-53.91848086701825
PR,maripa,"maripa PR, Brazil",-24.419978,-53.828641
PR,perola independente,"perola independente PR, Brazil",-24.5332521,-53.7430502
PA,marechal candido rondon,"marechal candido rondon PA, Brazil",-24.5582532,-54.0587821
PR,porto mendes,"porto mendes PR, Brazil",-24.4891427,-54.3073232
PR,guaira,"guaira PR, Brazil",-24.0851924,-54.2567519
PR,doutor oliveira castro,"doutor oliveira castro PR, Brazil",-24.2520444,-54.2665796
PR,entre rios do oeste,"entre rios do oeste PR, Brazil",-24.7002098,-54.2448233
PR,terra roxa,"terra roxa PR, Brazil",-24.1670468,-54.097432
PR,santa rita do oeste,"santa rita do oeste PR, Brazil",,
PR,mercedes,"mercedes PR, Brazil",-24.4504957,-54.1647255
PR,londrina,"londrina PR, Brazil",-23.3112878,-51.1595023
PR,paiquere,"paiquere PR, Brazil",-23.5271029,-51.0828246
PR,tamarana,"tamarana PR, Brazil",-23.7223793,-51.0936013
PR,bela vista do paraiso,"bela vista do paraiso PR, Brazil",-22.9948493,-51.1907996
PR,santa margarida,"santa margarida PR, Brazil",-22.9701742,-51.209769
PR,primeiro de maio,"primeiro de maio PR, Brazil",-22.851714,-51.029251
PR,alvorada do sul,"alvorada do sul PR, Brazil",-22.7807269,-51.2307721
PR,porecatu,"porecatu PR, Brazil",-22.753724,-51.37949
PR,florestopolis,"florestopolis PR, Brazil",-22.8663942,-51.3905121
PR,sertanopolis,"sertanopolis PR, Brazil",-23.0600434,-51.0373544
PR,cambe,"cambe PR, Brazil",-23.2782035,-51.2779583
PR,ibipora,"ibipora PR, Brazil",-23.2684137,-51.0475907
PR,jataizinho,"jataizinho PR, Brazil",-23.257815,-50.977748
PR,assai,"assai PR, Brazil",-23.3736041,-50.8454929
PR,santa cecilia do pavao,"santa cecilia do pavao PR, Brazil",-23.5176577,-50.7837199
PR,nova america da colina,"nova america da colina PR, Brazil",-23.3315888,-50.7182735
PR,sao sebastiao da amoreira,"sao sebastiao da amoreira PR, Brazil",-23.4647501,-50.7605173
PR,nova santa barbara,"nova santa barbara PR, Brazil",-23.5860638,-50.7638011
PR,sao jeronimo da serra,"sao jeronimo da serra PR, Brazil",-23.7221275,-50.7389164
PR,urai,"urai PR, Brazil",-23.199997,-50.793873
PR,cruzeiro do norte,"cruzeiro do norte PR, Brazil",-23.2289249,-50.8637767
PR,rancho alegre,"rancho alegre PR, Brazil",-23.070922,-50.9142676
PR,cornelio procopio,"cornelio procopio PR, Brazil",-23.1825218,-50.6499263
PR,congonhas,"congonhas PR, Brazil",-23.2034274,-50.7243384
PR,nova fatima,"nova fatima PR, Brazil",-23.433056,-50.5618055
PR,santo antonio do paraiso,"santo antonio do paraiso PR, Brazil",-23.4949247,-50.6468656
PR,congonhinhas,"congonhinhas PR, Brazil",-23.5497241,-50.5520182
PR,leopolis,"leopolis PR, Brazil",-23.0789091,-50.7501808
PR,sertaneja,"sertaneja PR, Brazil",-23.0367627,-50.816802
PR,santa mariana,"santa mariana PR, Brazil",-23.1499367,-50.5199587
PR,panema,"panema PR, Brazil",-22.9541774,-50.5862526
PR,bandeirantes,"bandeirantes PR, Brazil",-23.107788,-50.370407
PR,santa amelia,"santa amelia PR, Brazil",-23.2661996,-50.4278622
PR,itambaraca,"itambaraca PR, Brazil",-23.0176678,-50.406887
PR,andira,"andira PR, Brazil",-23.0494761,-50.2310027
PR,andira-pr,"andira-pr PR, Brazil",-23.0494761,-50.2310027
PR,cambara,"cambara PR, Brazil",-23.042273,-50.075281
PR,jacarezinho,"jacarezinho PR, Brazil",-23.159115,-49.973889
PR,ribeirao claro,"ribeirao claro PR, Brazil",-23.1960492,-49.7568326
PR,carlopolis,"carlopolis PR, Brazil",-23.4285011,-49.7208814
PR,santo antonio da platina,"santo antonio da platina PR, Brazil",-23.2957157,-50.0778957
PR,quatigua,"quatigua PR, Brazil",-23.5669626,-49.9160315
PR,joaquim tavora,"joaquim tavora PR, Brazil",-23.4999724,-49.9232545
PR,abatia,"abatia PR, Brazil",-23.3052967,-50.3102532
PR,guapirama,"guapirama PR, Brazil",-23.5164582,-50.0431538
PR,jundiai do sul,"jundiai do sul PR, Brazil",-23.4369861,-50.2478173
