localizador,longitud
"claro dos pocoes MG, Brazil",-44.2117357
"francisco dumont MG, Brazil",-44.2322232
"bocaiuva MG, Brazil",-43.8122678
"guaraciama MG, Brazil",-43.6696448
"olhos d'agua MG, Brazil",-43.5715884
"montes claros MG, Brazil",-43.8717676
"vila nova de minas MG, Brazil",-43.811280846026115
"sao joao da ponte MG, Brazil",-44.0078035
"lontra MG, Brazil",-44.3030383
"janauba MG, Brazil",-43.309246
"capitao eneas MG, Brazil",-43.7154584
"varzelandia MG, Brazil",-44.027223
"ibiracatu MG, Brazil",-44.1651165
"verdelandia MG, Brazil",-43.6084698
"manga MG, Brazil",-43.9417044
"miravania MG, Brazil",-44.4108445
"juvenilia MG, Brazil",-44.1618528
"itacarambi MG, Brazil",-44.092222
"cacarema MG, Brazil",-43.61611028158817
"sao joao das missoes MG, Brazil",-44.0829518
"matias cardoso MG, Brazil",-43.9212441
"januaria MG, Brazil",-44.361111
"conego marinho MG, Brazil",-44.4140513
"bonito de minas MG, Brazil",-44.7544
"pedras de maria da cruz MG, Brazil",-44.391944
"montalvania MG, Brazil",-44.3701782
"sao sebastiao dos pocoes MG, Brazil",-44.41869131735649
"monte azul MG, Brazil",-42.8711742
"gameleiras MG, Brazil",-43.1171391
"jaiba MG, Brazil",-43.6734439
"espinosa MG, Brazil",-42.8093337
"mamonas MG, Brazil",-42.9499586
"pai pedro MG, Brazil",-43.0667102
"serranopolis de minas MG, Brazil",-42.871182
"porteirinha MG, Brazil",-43.0286046
"tocandira MG, Brazil",-43.232214263636365
"nova porteirinha MG, Brazil",-43.3011842
"barreiro branco MG, Brazil",-43.10159075630252
"mato verde MG, Brazil",-44.2279588
"riacho dos machados MG, Brazil",-43.049166
"rio pardo de minas MG, Brazil",-42.5461866
"vargem grande do rio pardo MG, Brazil",-42.311441
"indaiabira MG, Brazil",-42.1981
"santo antonio do retiro MG, Brazil",-42.6223938
"sao joao do paraiso MG, Brazil",-42.01678
"montezuma MG, Brazil",-42.4987703
"taiobeiras MG, Brazil",-42.2270207
"ninheira MG, Brazil",-41.7535577
"berizal MG, Brazil",-41.7417382
"fruta de leite MG, Brazil",-42.5278
"salinas MG, Brazil",-42.2910368
"santa cruz de salinas MG, Brazil",-41.7474332
"rubelita MG, Brazil",-42.2623615
"novorizonte MG, Brazil",-42.4072
"curral de dentro MG, Brazil",-41.8568896
"grao mogol MG, Brazil",-42.8929185
"padre carvalho MG, Brazil",-42.515
"josenopolis MG, Brazil",-42.5140963
"francisco sa MG, Brazil",-43.4942587
"catuni MG, Brazil",-43.25551145096892
"juramento MG, Brazil",-43.5867351
"glaucilandia MG, Brazil",-43.6972
"itacambira MG, Brazil",-43.3130919
"botumirim MG, Brazil",-43.011111
"adao colares MG, Brazil",-43.10795883478239
"cristalia MG, Brazil",-42.8648107
"aracuai MG, Brazil",-42.0661868
"itinga MG, Brazil",-41.7702077
"ponto dos volantes MG, Brazil",-41.5044548
"medina MG, Brazil",-41.4763373
"tuparece MG, Brazil",-41.68472222222222
"itaobim MG, Brazil",-41.502275
"comercinho MG, Brazil",-41.7930954
"agua branca de minas MG, Brazil",-41.721592506250005
"virgem da lapa MG, Brazil",-42.3376458
"coronel murta MG, Brazil",-42.1848073
"berilo MG, Brazil",-42.4643732
"jose goncalves de minas MG, Brazil",-42.6074998
"francisco badaro MG, Brazil",-42.350899
"jenipapo de minas MG, Brazil",-42.259576
"chapada do norte MG, Brazil",-42.5380774
"minas novas MG, Brazil",-42.5943681
"leme do prado MG, Brazil",-42.6952729
"turmalina MG, Brazil",-42.7312574
"cacaratiba MG, Brazil",-42.927667617101534
"veredinha MG, Brazil",-42.7383934
"mendonca MG, Brazil",-42.77815846544037
"carbonita MG, Brazil",-43.0136207
"itamarandiba MG, Brazil",-42.859722
"aricanduva MG, Brazil",-42.5569
"capelinha MG, Brazil",-42.518611
"angelandia MG, Brazil",-42.2728
"setubinha MG, Brazil",-42.1620269
"malacacheta MG, Brazil",-42.077778
"franciscopolis MG, Brazil",-42.0081094
"pecanha MG, Brazil",-42.5608947
"cantagalo MG, Brazil",-43.0356224
"sao geraldo do baguari MG, Brazil",-42.778791367311534
"sao joao evangelista MG, Brazil",-42.7652888
"nelson de sena MG, Brazil",-42.73672071289475
"sao jose do jacuri MG, Brazil",-42.6714372
"frei lagonegro MG, Brazil",-42.7656893
"coroaci MG, Brazil",-42.2830239
"conceição de tronqueiras MG, Brazil",-42.23585929387946
"virgolandia MG, Brazil",-42.308628
"nacip raydan MG, Brazil",-42.2496073
"gonzaga MG, Brazil",-42.4787064
"sao geraldo da piedade MG, Brazil",-42.2886336
"santa efigenia de minas MG, Brazil",-42.4400734
"sardoa MG, Brazil",-42.3652762
"virginopolis MG, Brazil",-42.7053967
"divinolandia de minas MG, Brazil",-42.6153788
"guanhaes MG, Brazil",-42.9340634
"correntinho MG, Brazil",-42.804654434877136
"sapucaia de guanhaes MG, Brazil",-42.64475
"senhora do porto MG, Brazil",-43.0844887
"sabinopolis MG, Brazil",-43.0830439
"materlandia MG, Brazil",-43.06
"paulistas MG, Brazil",-42.8689535
"coluna MG, Brazil",-42.8400811
"jose raydan MG, Brazil",-42.4991123
"santa maria do suacui MG, Brazil",-42.4188445
"sao pedro do suacui MG, Brazil",-42.602778
"sao jose da safira MG, Brazil",-42.143333
"agua boa MG, Brazil",-42.3904573
"sao sebastiao do maranhao MG, Brazil",-42.569608
"teofilo otoni MG, Brazil",-41.5081533
"castro pires MG, Brazil",-41.4878963
"topazio MG, Brazil",-41.226694846409146
"mucuri MG, Brazil",-41.493114422641355
"carai MG, Brazil",-41.6976554
"ponto do marambaia MG, Brazil",-41.46233983811252
"marambainha MG, Brazil",-41.57475306065119
"pavao MG, Brazil",-40.9991361
"itaipe MG, Brazil",-41.670278
"catuji MG, Brazil",-41.5166395
"novo oriente de minas MG, Brazil",-41.2190225
"padre paraiso MG, Brazil",-41.4850334
"novo cruzeiro MG, Brazil",-42.537897
"queixada MG, Brazil",-42.028419538428764
"ladainha MG, Brazil",-41.7385789
"concordia de mucuri MG, Brazil",
"pote MG, Brazil",-41.7892455
"itambacuri MG, Brazil",-41.6751876
"campanario MG, Brazil",-41.7271768
"jampruca MG, Brazil",-41.8092299
"frei gaspar MG, Brazil",-41.4300673
"sao jose do divino MG, Brazil",-41.3893208
"ataleia MG, Brazil",-41.1110524
"ouro verde de minas MG, Brazil",-41.272395
"nanuque MG, Brazil",-40.3537221
"carlos chagas MG, Brazil",-43.3908675
"presidente pena MG, Brazil",-40.96530251245572
"epaminondas otoni MG, Brazil",-40.98668418598373
"serra dos aimores MG, Brazil",-40.370218
"fronteira dos vales MG, Brazil",-40.9251061
"machacalis MG, Brazil",-40.7187273
"santa helena de minas MG, Brazil",-40.682575845425404
"bertopolis MG, Brazil",-40.573889
"umburatiba MG, Brazil",-40.5708064
"aguas formosas MG, Brazil",-40.935555
"crisolita MG, Brazil",-40.9132444
"nova santa luzia MG, Brazil",-41.11407147296165
"joaima MG, Brazil",-41.0234956
"monte formoso MG, Brazil",-41.2543539
"felisburgo MG, Brazil",-40.760556
"almenara MG, Brazil",-40.6904907
"divisopolis MG, Brazil",-41.0032019
"mata verde MG, Brazil",-40.7401058
"bandeira MG, Brazil",-40.559167
"jordania MG, Brazil",-40.178889
"estrela de jordania MG, Brazil",-40.3441146215305
"salto da divisa MG, Brazil",-39.9487981
"santa maria do salto MG, Brazil",-40.1484503
"jacinto MG, Brazil",-40.2948032
"avaí do jacinto MG, Brazil",-40.43513074327737
"santo antonio do jacinto MG, Brazil",-40.176111
"rio do prado MG, Brazil",-40.5715827
"palmopolis MG, Brazil",-40.4216514
"dois de abril MG, Brazil",-40.360560500789056
"rubim MG, Brazil",-40.5382424
"itapiru MG, Brazil",-40.44336317524911
"jequitinhonha MG, Brazil",-41.003056
"pedra azul MG, Brazil",-41.28
"cachoeira de pajeu MG, Brazil",-41.496666
"aguas vermelhas MG, Brazil",-41.4601975
"divisa alegre MG, Brazil",-41.3442809
"salvador BA, Brazil",-38.4812772
"lauro de freitas BA, Brazil",-38.3127691
"madre de deus BA, Brazil",-38.6152913
"camacari BA, Brazil",-38.3260762
"barra do jacuipe BA, Brazil",-38.12026873182681
"arembepe BA, Brazil",-38.1764423
"abrantes BA, Brazil",-38.281657640008945
"jaua BA, Brazil",-38.2328713
"dias d avila BA, Brazil",-38.3028518
"simoes filho BA, Brazil",-38.4030365
"candeias BA, Brazil",-38.5406462
"passé BA, Brazil",-38.515378428745514
"passagem dos teixeiras BA, Brazil",-38.44804254997932
"sao sebastiao do passe BA, Brazil",-38.4921566
"jacuipe BA, Brazil",-38.610374654702255
"sao francisco do conde BA, Brazil",-38.6811326
"feira de santana BA, Brazil",-38.9598047
"humildes BA, Brazil",-38.887975
"santa barbara BA, Brazil",-38.9736385
"tanquinho BA, Brazil",-39.1057638
"antonio cardoso BA, Brazil",-39.1200307
"santo estevao BA, Brazil",-39.2556115
"santo amaro BA, Brazil",-38.7060448
"acupe BA, Brazil",-38.75910695277778
"saubara BA, Brazil",-38.7662996
"amelia rodrigues BA, Brazil",-38.7516971
"conceicao do jacuipe BA, Brazil",-38.768433
"coracao de maria BA, Brazil",-38.7499274
"irara BA, Brazil",-38.7635638
"santanopolis BA, Brazil",-38.8650365
"terra nova BA, Brazil",-38.6191596
"teodoro sampaio BA, Brazil",-38.6408979
"cachoeira BA, Brazil",-38.9665918
"conceicao da feira BA, Brazil",-39.0002166
"sao goncalo dos campos BA, Brazil",-38.9488082
"muritiba BA, Brazil",-38.9885844
"cabaceiras do paraguacu BA, Brazil",-39.1901339
"governador mangabeira BA, Brazil",-39.0372154
"sao felix BA, Brazil",-38.9695574
"cruz das almas BA, Brazil",-39.1053665
"nazare BA, Brazil",-39.0062515
"maragogipe BA, Brazil",-38.9174729
"sao roque do paraguacu BA, Brazil",-38.85891698145518
"salinas da margarida BA, Brazil",-38.7593794
"itaparica BA, Brazil",-38.6798141
"vera cruz BA, Brazil",-38.6099216
"jaguaripe BA, Brazil",-38.8944977
"aratuipe BA, Brazil",-39.0010786
"castro alves BA, Brazil",-39.4281088
"rafael jambeiro BA, Brazil",-39.5020289
"sapeacu BA, Brazil",-39.1862263
"conceicao do almeida BA, Brazil",-39.1692214
"sao felipe BA, Brazil",-39.0942048
"dom macedo costa BA, Brazil",-39.1905875
"varzedo BA, Brazil",-39.3943596
"santo antonio de jesus BA, Brazil",-39.260914
"muniz ferreira BA, Brazil",-39.1102126
"sao miguel das matas BA, Brazil",-39.4554608
"santa teresinha BA, Brazil",-37.4433667
"ipira BA, Brazil",-39.7416605
"pintadas BA, Brazil",-39.9076005
"baixa grande BA, Brazil",-40.1657537
"mairi BA, Brazil",-40.1484881
"varzea da roca BA, Brazil",-40.134634
"riachao do jacuipe BA, Brazil",-39.3816843
"nova fatima BA, Brazil",-39.631054
"capela do alto alegre BA, Brazil",-39.8362745
"gaviao BA, Brazil",-39.7826316
"pe de serra BA, Brazil",-39.6108675
"serra preta BA, Brazil",-39.3320929
"anguera BA, Brazil",-39.2452469
"ipecaeta BA, Brazil",-39.306421
"varzea nova BA, Brazil",-40.9456569
"capim grosso BA, Brazil",-40.0112095
"sao jose do jacuipe BA, Brazil",-40.025658
"jacobina BA, Brazil",-40.5112434
"serrolandia BA, Brazil",-40.2974938
"quixabeira BA, Brazil",-40.1264724
"varzea do poco BA, Brazil",-40.318907
"ourolandia BA, Brazil",-41.0808672
"miguel calmon BA, Brazil",-40.5976501
"caem BA, Brazil",-40.4322187
"saude BA, Brazil",-40.4205842
"mirangaba BA, Brazil",-40.5764152
"caldeirao grande BA, Brazil",-40.3041387
"ponto novo BA, Brazil",-40.1328306
"pindobacu BA, Brazil",-40.3619457
"filadelfia BA, Brazil",-40.1304175
"antonio goncalves BA, Brazil",-40.2748824
"campo formoso BA, Brazil",-40.320031
"umburanas BA, Brazil",-41.3220445
"mundo novo BA, Brazil",-40.4731656
"piritiba BA, Brazil",-40.5561536
"tapiramuta BA, Brazil",-40.7970527
"morro do chapeu BA, Brazil",-41.1570248
"cafarnaum BA, Brazil",-41.468823
"mulungu do morro BA, Brazil",-41.6408239
"canarana BA, Brazil",-41.7683675
"salobro BA, Brazil",-41.7515449
"barro alto BA, Brazil",-41.9094904
"irece BA, Brazil",-41.8557929
"lapao BA, Brazil",-41.833808
"america dourada BA, Brazil",-41.4357517
"sao gabriel BA, Brazil",-41.8768254
"joao dourado BA, Brazil",-41.6626509
"jussara BA, Brazil",-41.97167
"presidente dutra BA, Brazil",-41.9871566
"central BA, Brazil",-42.1095822
"uibai BA, Brazil",-42.1305245
"ibitita BA, Brazil",-41.9781838
"ibipeba BA, Brazil",-42.0083068
"barra do mendes BA, Brazil",-42.057037
"vitoria da conquista BA, Brazil",-40.8414804
"vitória da conquista BA, Brazil",-40.8414804
"barra do choca BA, Brazil",-40.5761637
"caatiba BA, Brazil",-40.4092325
"itambe BA, Brazil",-40.6269506
"encruzilhada BA, Brazil",-40.9072488
"ribeirao do largo BA, Brazil",-40.7411582
"candido sales BA, Brazil",-41.2391141
"belo campo BA, Brazil",-41.2585109
"tremedal BA, Brazil",-41.4110979
"caraibas BA, Brazil",-41.2566163
"anage BA, Brazil",-41.1376308
"planalto BA, Brazil",-40.481006
"lucaia BA, Brazil",-40.40289446926321
"jequie BA, Brazil",-40.0719627
"lafaiete coutinho BA, Brazil",-40.2121188
"aiquara BA, Brazil",-39.8887574
"jitauna BA, Brazil",-39.8889976
"itagi BA, Brazil",-40.0069366
"manoel vitorino BA, Brazil",-40.2439696
"catingal BA, Brazil",-40.641032201069635
"boa nova BA, Brazil",-40.2063056
"mirante BA, Brazil",-40.7661915
"pocoes BA, Brazil",-40.3665326
"bom jesus da serra BA, Brazil",-40.5057687
"caetanos BA, Brazil",-40.9085971
"nova canaa BA, Brazil",-40.1453848
"iguai BA, Brazil",-40.089417
"iguaibi BA, Brazil",-39.99108694630734
"ibicui BA, Brazil",-39.987915
"amargosa BA, Brazil",-39.6040692
"elisio medrado BA, Brazil",-39.520431
"ubaira BA, Brazil",-39.6612866
"engenheiro franca BA, Brazil",-39.72862728137061
"milagres BA, Brazil",-39.861092
"santa ines BA, Brazil",-39.8179701
"brejoes BA, Brazil",-39.7909837
"cravolandia BA, Brazil",-39.8153954
"itaquara BA, Brazil",-39.9384891
"jaguaquara BA, Brazil",-39.9693081
"itirucu BA, Brazil",-40.1502444
"apuarema BA, Brazil",-39.7457126
"maracas BA, Brazil",-40.433052
"lajedo do tabocal BA, Brazil",-40.2195324
"irajuba BA, Brazil",-40.0842042
"planaltino BA, Brazil",-40.3692123
"nova itarana BA, Brazil",-40.0678848
"valenca BA, Brazil",-39.0694243
"presidente tancredo neves BA, Brazil",-39.4212197
"cairu BA, Brazil",-39.0455744
"morro de sao paulo BA, Brazil",-38.9156107
"taperoa BA, Brazil",-39.0986475
"itubera BA, Brazil",-39.1481058
"pirai do norte BA, Brazil",-39.3743055
"nilo pecanha BA, Brazil",-39.1043356
"igrapiuna BA, Brazil",-39.1419857
"camamu BA, Brazil",-39.1060917
"gandu BA, Brazil",-39.4844732
"nova ibia BA, Brazil",-39.624783
"itamari BA, Brazil",-39.6806333
"wenceslau guimaraes BA, Brazil",-39.479122
"teolandia BA, Brazil",-39.4927143
"jequirica BA, Brazil",-39.0238549
"mutuipe BA, Brazil",-39.5060149
"laje BA, Brazil",-39.4222968
"ibirapitanga BA, Brazil",-39.369522
"marau BA, Brazil",-39.0144322
"itacare BA, Brazil",-38.9951418
"gongogi BA, Brazil",-39.4665106
"ubaitaba BA, Brazil",-39.3226605
"ubata BA, Brazil",-39.5245924
"barra do rocha BA, Brazil",-39.6004395
"ipiau BA, Brazil",-39.7373177
"ibirataia BA, Brazil",-39.6394008
"itagiba BA, Brazil",-39.8452592
"dario meira BA, Brazil",-39.9028712
"itabuna BA, Brazil",-39.274318
"jussari BA, Brazil",-39.493597
"buerarema BA, Brazil",-39.3008035
"sao jose da vitoria BA, Brazil",-39.3365369
"barro preto BA, Brazil",-39.4727588
"itajuipe BA, Brazil",-39.3759427
"coaraci BA, Brazil",-39.5496765
"almadina BA, Brazil",-39.6383321
"itapitanga BA, Brazil",-39.5664662
"ilheus BA, Brazil",-39.0453843
"aurelino leal BA, Brazil",-39.3256107
"urucuca BA, Brazil",-39.2862094
"una BA, Brazil",-39.246885384186854
"arataca BA, Brazil",-39.4122943
"itapetinga BA, Brazil",-40.2460053
"itororo BA, Brazil",-40.0680738
"rio do meio BA, Brazil",-39.944394253484376
"firmino alves BA, Brazil",-39.9242157
"santa cruz da vitoria BA, Brazil",-39.8105374
"itaju do colonia BA, Brazil",-39.7250323
"floresta azul BA, Brazil",-39.6561384
"ibicarai BA, Brazil",-39.5890865
"itape BA, Brazil",-39.4246637
"macarani BA, Brazil",-40.4226078
"maiquinique BA, Brazil",-40.2650536
"itarantim BA, Brazil",-40.0599067
"potiragua BA, Brazil",-39.871412
"belmonte BA, Brazil",-38.8792845
"santa cruz cabralia BA, Brazil",-39.0239196
"porto seguro BA, Brazil",-39.064251
"arraial d ajuda BA, Brazil",-39.17713026838249
"eunapolis BA, Brazil",-39.575704
"jucurucu BA, Brazil",-40.1596925
"itamaraju BA, Brazil",-39.527994
"guaratinga BA, Brazil",-39.7808088
"itabela BA, Brazil",-39.561961
"itagimirim BA, Brazil",-39.614789
"itapebi BA, Brazil",-39.5320541
"canavieiras BA, Brazil",-38.9449622
"santa luzia BA, Brazil",-39.3303259
"mascote BA, Brazil",-39.3026663
"camacan BA, Brazil",-39.4930088
"pau brasil BA, Brazil",-39.6518409
"caravelas BA, Brazil",-39.2660082
"alcobaca BA, Brazil",-39.1965474
"nova vicosa BA, Brazil",-39.3725471
"mucuri BA, Brazil",-39.5470583
"itabata BA, Brazil",-39.9250531966275
"ibirapua BA, Brazil",-40.109661
"lajedao BA, Brazil",-40.3450272
"vereda BA, Brazil",-40.0856161
"medeiros neto BA, Brazil",-40.2224736
"itupeva BA, Brazil",-40.45347314055688
"itanhem BA, Brazil",-40.3291027
"ibiraja BA, Brazil",-40.22704048422287
"batinga BA, Brazil",-40.51868062288106
"prado BA, Brazil",-39.222721
"cumuruxatiba BA, Brazil",-39.29681784031544
"teixeira de freitas BA, Brazil",-39.7458096
"brumado BA, Brazil",-41.659239732941316
"itaquarai BA, Brazil",-41.7548908527058
"malhada de pedras BA, Brazil",-41.8791848
"aracatu BA, Brazil",-41.4604105
"livramento de nossa senhora BA, Brazil",-41.8412103
"dom basilio BA, Brazil",-41.7715676
"rio de contas BA, Brazil",-41.8112152
"erico cardoso BA, Brazil",-42.1381486
"paramirim BA, Brazil",-42.2419768
"condeuba BA, Brazil",-41.971829
"guajeru BA, Brazil",-41.9379047
"rio do antonio BA, Brazil",-42.0767012
"ibitira BA, Brazil",-41.99205793783699
"presidente janio quadros BA, Brazil",-41.6770097
"maetinga BA, Brazil",-41.4914419
"piripa BA, Brazil",-41.7149815
"cordeiros BA, Brazil",-41.9314228
"mortugaba BA, Brazil",-42.3695423
"cacule BA, Brazil",-42.2233006
"jacaraci BA, Brazil",-42.4328959
"irundiara BA, Brazil",-42.18649148722146
"licinio de almeida BA, Brazil",-42.509527
"tauape BA, Brazil",-42.450375267620345
"urandi BA, Brazil",-42.6573988
"pindai BA, Brazil",-42.6864686
"candiba BA, Brazil",-42.8714102
"ibiassuce BA, Brazil",-42.2576112
"caetite BA, Brazil",-42.4852428
"maniacu BA, Brazil",-42.413681691462315
"lagoa real BA, Brazil",-42.1421925
"guanambi BA, Brazil",-42.779943
"iuiu BA, Brazil",-43.5508641
"malhada BA, Brazil",-43.7716651
"carinhanha BA, Brazil",-43.772349
"feira da mata BA, Brazil",-44.2822314
"sebastiao laranjeiras BA, Brazil",-42.943438
"palmas de monte alto BA, Brazil",-43.1649976
"riacho de santana BA, Brazil",-42.9355254
"matina BA, Brazil",-42.8461536
"igapora BA, Brazil",-42.7168442
"macaubas BA, Brazil",-42.6882221
"boquira BA, Brazil",-42.7270883
"ibipitanga BA, Brazil",-42.485568
"rio do pires BA, Brazil",-42.2901946
"ibiajara BA, Brazil",-42.1103809180727
"botupora BA, Brazil",-42.5198469
"caturama BA, Brazil",-42.2927623
"tanque novo BA, Brazil",-42.4907587
"tanhacu BA, Brazil",-41.247271
"contendas do sincora BA, Brazil",-41.0421315
"ituacu BA, Brazil",-41.2981722
"barra da estiva BA, Brazil",-41.3278287
"jussiape BA, Brazil",-41.5919452
"abaira BA, Brazil",-41.6640342
"ibitiara BA, Brazil",-42.2172476
"novo horizonte BA, Brazil",-42.1674812
"boninal BA, Brazil",-41.8299984
"mucuge BA, Brazil",-41.370271
"ibicoara BA, Brazil",-41.285121
"piata BA, Brazil",-41.7743761
"inubia BA, Brazil",-42.0179693283159
"iramaia BA, Brazil",-40.9576036
"marcionilio souza BA, Brazil",-40.5317476
"itaete BA, Brazil",-40.9661685
"ruy barbosa BA, Brazil",-40.4958361
"macajuba BA, Brazil",-40.3590055
"utinga BA, Brazil",-41.090787
"bonito BA, Brazil",-41.2649896
"lajedinho BA, Brazil",-40.9033041
"andarai BA, Brazil",-41.3322919
"ubiraita BA, Brazil",-41.16050455076156
"nova redencao BA, Brazil",-41.0709301
"ibiquera BA, Brazil",-40.9323004
"boa vista do tupim BA, Brazil",-40.6083594
"iacu BA, Brazil",-40.2106427
"joão amaro BA, Brazil",-40.3552765
"itatim BA, Brazil",-39.6974476
"itaberaba BA, Brazil",-40.305897
"seabra BA, Brazil",-41.772051
"palmeiras BA, Brazil",-41.5746054
"lencois BA, Brazil",-41.3901717
"wagner BA, Brazil",-41.1686734
"iraquara BA, Brazil",-41.6169181
"iraporanga BA, Brazil",-41.48577406441851
"souto soares BA, Brazil",-41.6495346
"barra BA, Brazil",-43.1420453
"muquem de sao francisco BA, Brazil",-49.2643749
"buritirama BA, Brazil",-43.6362327
"santa rita de cassia BA, Brazil",-44.5209684
