state_sigla,city,localizador,latitud
ES,sao gabriel da palha,"sao gabriel da palha ES, Brazil",-19.0148349
ES,vila valerio,"vila valerio ES, Brazil",-18.9984033
ES,aguia branca,"aguia branca ES, Brazil",-18.9847265
ES,barra de sao francisco,"barra de sao francisco ES, Brazil",-18.7570902
ES,monte sinai,"monte sinai ES, Brazil",-18.5627374
ES,paulista,"paulista ES, Brazil",-18.59101675
ES,agua doce do norte,"agua doce do norte ES, Brazil",-18.54822
ES,vila nelita,"vila nelita ES, Brazil",-18.4650649
ES,santo agostinho,"santo agostinho ES, Brazil",-18.40149675
ES,governador lacerda de aguiar,"governador lacerda de aguiar ES, Brazil",-18.621667
ES,nova venecia,"nova venecia ES, Brazil",-18.7082527
ES,vila pavao,"vila pavao ES, Brazil",-18.6191731
ES,boa esperanca,"boa esperanca ES, Brazil",-18.5395472
ES,ecoporanga,"ecoporanga ES, Brazil",-18.3720918
ES,mucurici,"mucurici ES, Brazil",-18.0940112
ES,itabaiana,"itabaiana ES, Brazil",-17.95760835
ES,ponto belo,"ponto belo ES, Brazil",-18.1227076
ES,montanha,"montanha ES, Brazil",-18.1256742
ES,vinhatico,"vinhatico ES, Brazil",-18.18593315
ES,linhares,"linhares ES, Brazil",-19.3816944
ES,rio bananal,"rio bananal ES, Brazil",-19.2614413
ES,sao jorge do tiradentes,"sao jorge do tiradentes ES, Brazil",-19.1801192
ES,sooretama,"sooretama ES, Brazil",-19.1918129
ES,sao mateus,"sao mateus ES, Brazil",-18.7146049
ES,jaguare,"jaguare ES, Brazil",-18.9029244
ES,conceicao da barra,"conceicao da barra ES, Brazil",-18.5841421
ES,itaunas,"itaunas ES, Brazil",-18.4200051
ES,braco do rio,"braco do rio ES, Brazil",-18.43186585
ES,pedro canario,"pedro canario ES, Brazil",-18.2998272
ES,cristal do norte,"cristal do norte ES, Brazil",-18.0828478
ES,pinheiros,"pinheiros ES, Brazil",-18.4127047
ES,sao joao do sobrado,"sao joao do sobrado ES, Brazil",-18.37209645
MG,belo horizonte,"belo horizonte MG, Brazil",-19.9225776
MG,belo horizont,"belo horizont MG, Brazil",
MG,belo horizonta,"belo horizonta MG, Brazil",
MG,contagem,"contagem MG, Brazil",-19.9132749
MG,ibirite,"ibirite MG, Brazil",-20.0214251
MG,sarzedo,"sarzedo MG, Brazil",-20.0353
MG,mario campos,"mario campos MG, Brazil",-20.0511
MG,betim,"betim MG, Brazil",-19.968056
MG,igarape,"igarape MG, Brazil",-20.068789
MG,sao joaquim de bicas,"sao joaquim de bicas MG, Brazil",-20.0489052
MG,santa luzia,"santa luzia MG, Brazil",-19.7702097
MG,vespasiano,"vespasiano MG, Brazil",-19.6940958
MG,sao jose da lapa,"sao jose da lapa MG, Brazil",-19.6988548
MG,lagoa santa,"lagoa santa MG, Brazil",-19.6357376
MG,confins,"confins MG, Brazil",-19.6278749
MG,pedro leopoldo,"pedro leopoldo MG, Brazil",-19.617778
MG,vera cruz de minas,"vera cruz de minas MG, Brazil",-19.720502250000003
MG,ribeirao das neves,"ribeirao das neves MG, Brazil",-19.7672898
MG,taquaracu de minas,"taquaracu de minas MG, Brazil",-19.669445
MG,nova lima,"nova lima MG, Brazil",-19.9854089
MG,rio acima,"rio acima MG, Brazil",-20.0875
MG,raposos,"raposos MG, Brazil",-19.967223
MG,sabara,"sabara MG, Brazil",-19.8900372
MG,sabará,"sabará MG, Brazil",-19.8900372
MG,ravena,"ravena MG, Brazil",-19.78497265
MG,caete,"caete MG, Brazil",-19.897777
MG,morro vermelho,"morro vermelho MG, Brazil",-20.3918556
MG,nova uniao,"nova uniao MG, Brazil",-19.6901893
MG,governador valadares,"governador valadares MG, Brazil",-18.8539497
MG,sao vitor,"sao vitor MG, Brazil",-18.72546095
MG,baguari,"baguari MG, Brazil",-18.93955175
MG,goiabal,"goiabal MG, Brazil",-18.75918835
MG,chonim,"chonim MG, Brazil",-18.633000000000003
MG,mathias lobato,"mathias lobato MG, Brazil",-18.5760459
MG,frei inocencio,"frei inocencio MG, Brazil",-18.563076
MG,nova modica,"nova modica MG, Brazil",-18.4392679
MG,pescador,"pescador MG, Brazil",-18.3563609
MG,marilac,"marilac MG, Brazil",-18.5075
MG,mesquita,"mesquita MG, Brazil",-19.221667
MG,naque,"naque MG, Brazil",-19.2271271
MG,periquito,"periquito MG, Brazil",-19.1559319
MG,itanhomi,"itanhomi MG, Brazil",-19.171111
MG,capitao andrade,"capitao andrade MG, Brazil",-19.0675
MG,tumiritinga,"tumiritinga MG, Brazil",-18.976946
MG,engenheiro caldas,"engenheiro caldas MG, Brazil",-19.201389
MG,sao jose do acacio,"sao jose do acacio MG, Brazil",-19.0515
MG,fernandes tourinho,"fernandes tourinho MG, Brazil",-19.152778
MG,alpercata,"alpercata MG, Brazil",-18.9803616
MG,tarumirim,"tarumirim MG, Brazil",-19.2818607
MG,sao vicente do rio doce,"sao vicente do rio doce MG, Brazil",-19.28875225
MG,sobralia,"sobralia MG, Brazil",-19.2345745
MG,sao joao do oriente,"sao joao do oriente MG, Brazil",-19.3408771
MG,acucena,"acucena MG, Brazil",-19.073056
MG,dom cavati,"dom cavati MG, Brazil",-19.3744152
MG,ipatinga,"ipatinga MG, Brazil",-19.4777807
MG,santana do paraiso,"santana do paraiso MG, Brazil",-19.3652914
MG,joanesia,"joanesia MG, Brazil",-19.1756282
MG,coronel fabriciano,"coronel fabriciano MG, Brazil",-19.5200067
MG,antonio dias,"antonio dias MG, Brazil",-19.6525
MG,timoteo,"timoteo MG, Brazil",-19.5771395
MG,marlieria,"marlieria MG, Brazil",-19.711867
MG,jaguaracu,"jaguaracu MG, Brazil",-19.6471951
MG,braunas,"braunas MG, Brazil",-19.055556
MG,iapu,"iapu MG, Brazil",-19.436389
MG,sao sebastiao da barra,"sao sebastiao da barra MG, Brazil",-19.2365
MG,bugre,"bugre MG, Brazil",-19.4257687
MG,belo oriente,"belo oriente MG, Brazil",-19.2232523
MG,sao sebastiao de braunas,"sao sebastiao de braunas MG, Brazil",-19.2783958
MG,ipaba,"ipaba MG, Brazil",-19.411389
MG,vargem alegre,"vargem alegre MG, Brazil",-19.6070413
MG,aimores,"aimores MG, Brazil",-19.4917754
MG,conceicao do capim,"conceicao do capim MG, Brazil",-19.582685
MG,penha do capim,"penha do capim MG, Brazil",-19.67904795
MG,sao sebastiao da vala,"sao sebastiao da vala MG, Brazil",-19.7799944
MG,itueta,"itueta MG, Brazil",-19.3962456
MG,santa rita do itueto,"santa rita do itueto MG, Brazil",-19.3576722
MG,sao jose do itueto,"sao jose do itueto MG, Brazil",-19.362
MG,resplendor,"resplendor MG, Brazil",-19.3254413
MG,calixto,"calixto MG, Brazil",-19.18777715
MG,independencia,"independencia MG, Brazil",-19.1688484
MG,campo alegre de minas,"campo alegre de minas MG, Brazil",-15.5548209
MG,conselheiro pena,"conselheiro pena MG, Brazil",-19.1720883
MG,cuite velho,"cuite velho MG, Brazil",-19.2283562
MG,barra do cuiete,"barra do cuiete MG, Brazil",-19.1015
MG,aldeia,"aldeia MG, Brazil",-19.008438
MG,cuparaque,"cuparaque MG, Brazil",-18.9697
MG,goiabeira,"goiabeira MG, Brazil",-18.9804026
MG,alvarenga,"alvarenga MG, Brazil",-19.4175
MG,galileia,"galileia MG, Brazil",-19.0008674
MG,sapucaia do norte,"sapucaia do norte MG, Brazil",-18.83943215
MG,sao geraldo do baixio,"sao geraldo do baixio MG, Brazil",-18.9167012
MG,central de minas,"central de minas MG, Brazil",-18.7612885
MG,floresta,"floresta MG, Brazil",-18.7766324
MG,divino das laranjeiras,"divino das laranjeiras MG, Brazil",-18.7775
MG,central de santa helena,"central de santa helena MG, Brazil",-18.70248265
MG,mendes pimentel,"mendes pimentel MG, Brazil",-18.6611641
MG,sao felix de minas,"sao felix de minas MG, Brazil",-18.5910792
MG,sao joao do manteninha,"sao joao do manteninha MG, Brazil",-18.7229295
MG,itabirinha,"itabirinha MG, Brazil",-18.5711894
MG,boa uniao de itabirinha,"boa uniao de itabirinha MG, Brazil",-18.4995
MG,mantena,"mantena MG, Brazil",-18.7809937
MG,barra do ariranha,"barra do ariranha MG, Brazil",-18.6324715
MG,limeira de mantena,"limeira de mantena MG, Brazil",-18.573500000000003
MG,nova belem,"nova belem MG, Brazil",-18.4914334
MG,caratinga,"caratinga MG, Brazil",-19.7900887
MG,sapucaia,"sapucaia MG, Brazil",-19.86407675
MG,santa efigenia,"santa efigenia MG, Brazil",-20.30207
MG,santo antonio do manhuacu,"santo antonio do manhuacu MG, Brazil",-19.73564545
MG,sao joao do jacutinga,"sao joao do jacutinga MG, Brazil",-19.73924615
MG,imbe de minas,"imbe de minas MG, Brazil",-19.5989453
MG,entre folhas,"entre folhas MG, Brazil",-19.6258823
MG,piedade de caratinga,"piedade de caratinga MG, Brazil",-19.7601211
MG,santa rita de minas,"santa rita de minas MG, Brazil",-19.8745404
MG,santa barbara do leste,"santa barbara do leste MG, Brazil",-19.978334
MG,inhapim,"inhapim MG, Brazil",-19.5501834
MG,sao sebastiao do anta,"sao sebastiao do anta MG, Brazil",-19.4972592
MG,sao domingos das dores,"sao domingos das dores MG, Brazil",-19.5281943
MG,ubaporanga,"ubaporanga MG, Brazil",-19.6344637
MG,bom jesus do galho,"bom jesus do galho MG, Brazil",-19.8283191
MG,corrego novo,"corrego novo MG, Brazil",-19.832223
MG,pingo-d agua,"pingo-d agua MG, Brazil",-19.7284768
MG,raul soares,"raul soares MG, Brazil",-20.102222
MG,bicuiba,"bicuiba MG, Brazil",-20.7720376
MG,vermelho velho,"vermelho velho MG, Brazil",-19.9960724
MG,sao vicente da estrela,"sao vicente da estrela MG, Brazil",-19.9472356
MG,santana do tabuleiro,"santana do tabuleiro MG, Brazil",-19.96242
MG,vermelho novo,"vermelho novo MG, Brazil",-20.0356065
MG,sao pedro dos ferros,"sao pedro dos ferros MG, Brazil",-20.1706687
MG,aguas ferreas,"aguas ferreas MG, Brazil",-20.10719945
MG,pedra bonita,"pedra bonita MG, Brazil",-22.7565159
MG,abre campo,"abre campo MG, Brazil",-20.295421
MG,matipo,"matipo MG, Brazil",-20.2896695
MG,sericita,"sericita MG, Brazil",-20.4738307
MG,rio casca,"rio casca MG, Brazil",-20.2049635
MG,urucania,"urucania MG, Brazil",-20.350833
MG,piedade de ponte nova,"piedade de ponte nova MG, Brazil",-20.245333
MG,santa cruz do escalvado,"santa cruz do escalvado MG, Brazil",-20.2355745
MG,santo antonio do grama,"santo antonio do grama MG, Brazil",-20.314444
MG,jequeri,"jequeri MG, Brazil",-20.453056
MG,grota,"grota MG, Brazil",-20.4188918
MG,sao vicente do grama,"sao vicente do grama MG, Brazil",-20.52355375
MG,ouro preto,"ouro preto MG, Brazil",-20.385527
MG,sao bartolomeu,"sao bartolomeu MG, Brazil",-20.0492931
MG,rodrigo silva,"rodrigo silva MG, Brazil",-20.42312
MG,glaura,"glaura MG, Brazil",-20.2886174
MG,cachoeira do campo,"cachoeira do campo MG, Brazil",-20.3516282
MG,antonio pereira,"antonio pereira MG, Brazil",-20.3006011
MG,amarantina,"amarantina MG, Brazil",-20.3132207
MG,lavras novas,"lavras novas MG, Brazil",-20.46280125
MG,mariana,"mariana MG, Brazil",-20.3781468
MG,passagem de mariana,"passagem de mariana MG, Brazil",-20.3944787
MG,bandeirantes,"bandeirantes MG, Brazil",-20.3517969
MG,cachoeira do brumado,"cachoeira do brumado MG, Brazil",-20.396382
MG,monsenhor horta,"monsenhor horta MG, Brazil",-20.3446993
MG,furquim,"furquim MG, Brazil",-20.3561671
MG,santa rita durao,"santa rita durao MG, Brazil",-20.1821054
MG,claudio manuel,"claudio manuel MG, Brazil",-20.2136753
MG,ponte nova,"ponte nova MG, Brazil",-20.4164353
MG,rosario do pontal,"rosario do pontal MG, Brazil",-20.3321983
MG,guaraciaba,"guaraciaba MG, Brazil",-20.5718037
MG,diogo de vasconcelos,"diogo de vasconcelos MG, Brazil",-20.4868723
MG,acaiaca,"acaiaca MG, Brazil",-20.3621646
MG,oratorios,"oratorios MG, Brazil",-20.4303
MG,dom silverio,"dom silverio MG, Brazil",-20.1631352
MG,sem peixe,"sem peixe MG, Brazil",-20.1015407
MG,rio doce,"rio doce MG, Brazil",-20.2447972
MG,amparo da serra,"amparo da serra MG, Brazil",-20.5070255
MG,barra longa,"barra longa MG, Brazil",-20.2833541
MG,itabirito,"itabirito MG, Brazil",-20.2519724
MG,brumadinho,"brumadinho MG, Brazil",-20.143611
MG,moeda,"moeda MG, Brazil",-20.333056
MG,belo vale,"belo vale MG, Brazil",-20.407778
MG,santana do paraopeba,"santana do paraopeba MG, Brazil",-20.3837555
MG,piedade dos gerais,"piedade dos gerais MG, Brazil",-20.471111
MG,crucilandia,"crucilandia MG, Brazil",-20.3985647
MG,bonfim,"bonfim MG, Brazil",-17.1095565
MG,rio manso,"rio manso MG, Brazil",-20.1912278
MG,itaguara,"itaguara MG, Brazil",-20.391389
MG,entre rios de minas,"entre rios de minas MG, Brazil",-20.670834
MG,desterro de entre rios,"desterro de entre rios MG, Brazil",-20.66
MG,sao bras do suacui,"sao bras do suacui MG, Brazil",-20.625
MG,jeceaba,"jeceaba MG, Brazil",-20.5353816
MG,divinopolis,"divinopolis MG, Brazil",-20.1597921
MG,santo antonio dos campos,"santo antonio dos campos MG, Brazil",-20.08034895
MG,sao sebastiao do oeste,"sao sebastiao do oeste MG, Brazil",-20.274723
MG,carmo do cajuru,"carmo do cajuru MG, Brazil",-20.184444
MG,perdigao,"perdigao MG, Brazil",-19.953056
MG,sao goncalo do para,"sao goncalo do para MG, Brazil",-19.982778
MG,boa vista de minas,"boa vista de minas MG, Brazil",-19.82359065
MG,nova serrana,"nova serrana MG, Brazil",-19.875834
MG,claudio,"claudio MG, Brazil",-20.4448485
MG,monsenhor joao alexandre,"monsenhor joao alexandre MG, Brazil",-20.3598966
MG,carmopolis de minas,"carmopolis de minas MG, Brazil",-20.541224
MG,piracema,"piracema MG, Brazil",-20.5091579
MG,passa tempo,"passa tempo MG, Brazil",-20.650556
MG,oliveira,"oliveira MG, Brazil",-20.6971953
MG,morro do ferro,"morro do ferro MG, Brazil",-20.8114706
MG,sao francisco de paula,"sao francisco de paula MG, Brazil",-20.7098288
MG,carmo da mata,"carmo da mata MG, Brazil",-20.558334
MG,itapecerica,"itapecerica MG, Brazil",-20.472778
MG,lamounier,"lamounier MG, Brazil",-20.5113937
MG,neolandia,"neolandia MG, Brazil",-20.3775
MG,camacho,"camacho MG, Brazil",-20.625556
MG,sao jose dos salgados,"sao jose dos salgados MG, Brazil",-20.1034031
MG,santo antonio do monte,"santo antonio do monte MG, Brazil",-20.086944
MG,pedra do indaia,"pedra do indaia MG, Brazil",-20.258333
MG,corrego fundo,"corrego fundo MG, Brazil",-20.4490405
MG,formiga,"formiga MG, Brazil",-20.4648425
MG,japaraiba,"japaraiba MG, Brazil",-20.1416346
MG,pains,"pains MG, Brazil",-20.3672648
MG,pimenta,"pimenta MG, Brazil",-20.4827995
MG,arcos,"arcos MG, Brazil",-20.282223
MG,lagoa da prata,"lagoa da prata MG, Brazil",-20.022778
MG,martins guimaraes,"martins guimaraes MG, Brazil",-20.095144150000003
MG,luz,"luz MG, Brazil",-19.7871171
MG,esteios,"esteios MG, Brazil",-19.98006175
MG,bom despacho,"bom despacho MG, Brazil",-19.7375242
MG,engenho do ribeiro,"engenho do ribeiro MG, Brazil",-19.568573
MG,araujos,"araujos MG, Brazil",-19.948055
MG,moema,"moema MG, Brazil",-19.8435409
MG,martinho campos,"martinho campos MG, Brazil",-19.331945
MG,ibitira,"ibitira MG, Brazil",-19.4352708
MG,alberto isaacson,"alberto isaacson MG, Brazil",-19.4794668
MG,dores do indaia,"dores do indaia MG, Brazil",-19.4636451
MG,estrela do indaia,"estrela do indaia MG, Brazil",-19.5225
MG,serra da saudade,"serra da saudade MG, Brazil",-19.4404288
MG,abaete,"abaete MG, Brazil",-19.1566833
MG,biquinhas,"biquinhas MG, Brazil",-18.783611
MG,paineiras,"paineiras MG, Brazil",-18.904167
MG,pocoes de paineiras,"pocoes de paineiras MG, Brazil",-18.9095
MG,cedro do abaete,"cedro do abaete MG, Brazil",-19.148333
MG,quartel geral,"quartel geral MG, Brazil",-19.2730674
MG,morada nova de minas,"morada nova de minas MG, Brazil",-18.6024892
MG,pompeu,"pompeu MG, Brazil",-19.218611
MG,pitangui,"pitangui MG, Brazil",-19.682223
MG,onca de pitangui,"onca de pitangui MG, Brazil",-19.73
MG,leandro ferreira,"leandro ferreira MG, Brazil",-19.7169632
MG,centro,"centro MG, Brazil",-21.1201345
MG,para de minas,"para de minas MG, Brazil",-19.8599637
MG,torneiros,"torneiros MG, Brazil",-19.868331150000003
MG,maravilhas,"maravilhas MG, Brazil",-19.515278
MG,pequi,"pequi MG, Brazil",-19.6315163
MG,conceicao do para,"conceicao do para MG, Brazil",-19.752222
MG,papagaios,"papagaios MG, Brazil",-19.4487775
MG,mateus leme,"mateus leme MG, Brazil",-19.986666
MG,azurita,"azurita MG, Brazil",-20.0153247
MG,serra azul,"serra azul MG, Brazil",-20.09022445
MG,juatuba,"juatuba MG, Brazil",-19.954001
MG,itauna,"itauna MG, Brazil",-20.075556
MG,itatiaiucu,"itatiaiucu MG, Brazil",-20.1975724
MG,santa terezinha de minas,"santa terezinha de minas MG, Brazil",-20.223
MG,florestal,"florestal MG, Brazil",-19.8878705
MG,sao jose da varginha,"sao jose da varginha MG, Brazil",-19.7087286
MG,igaratinga,"igaratinga MG, Brazil",-19.955278
MG,antunes,"antunes MG, Brazil",-19.8995692
MG,sete lagoas,"sete lagoas MG, Brazil",-19.466111
MG,baldim,"baldim MG, Brazil",-19.2913568
MG,sao vicente,"sao vicente MG, Brazil",-19.36458795
MG,funilandia,"funilandia MG, Brazil",-19.3711961
MG,inhauma,"inhauma MG, Brazil",-19.490277
MG,prudente de morais,"prudente de morais MG, Brazil",-19.4825
MG,matozinhos,"matozinhos MG, Brazil",-19.5576547
MG,mocambeiro,"mocambeiro MG, Brazil",-19.5115
MG,capim branco,"capim branco MG, Brazil",-16.3877865
MG,esmeraldas,"esmeraldas MG, Brazil",-19.7613111
MG,melo viana,"melo viana MG, Brazil",-19.715147
MG,fortuna de minas,"fortuna de minas MG, Brazil",-19.561662
MG,cachoeira da prata,"cachoeira da prata MG, Brazil",-19.524723
MG,jequitiba,"jequitiba MG, Brazil",-19.2361583
MG,caetanopolis,"caetanopolis MG, Brazil",-19.2947496
MG,paraopeba,"paraopeba MG, Brazil",-19.2756823
MG,aracai,"aracai MG, Brazil",-19.200833
MG,cordisburgo,"cordisburgo MG, Brazil",-19.125834
MG,santana de pirapama,"santana de pirapama MG, Brazil",-19.0075
MG,curvelo,"curvelo MG, Brazil",-18.7571926
MG,santa rita do cedro,"santa rita do cedro MG, Brazil",-18.8831245
MG,anguereta,"anguereta MG, Brazil",-19.0521451
MG,felixlandia,"felixlandia MG, Brazil",-18.7573983
MG,inimutaba,"inimutaba MG, Brazil",-18.7301732
MG,morro da garca,"morro da garca MG, Brazil",-18.5435188
MG,ferros,"ferros MG, Brazil",-19.234984
MG,esmeraldas de ferros,"esmeraldas de ferros MG, Brazil",-19.331715
MG,passabem,"passabem MG, Brazil",-19.3521707
MG,sao sebastiao do rio preto,"sao sebastiao do rio preto MG, Brazil",-19.2923414
MG,itambe do mato dentro,"itambe do mato dentro MG, Brazil",-19.4144399
MG,jaboticatubas,"jaboticatubas MG, Brazil",-19.521667
MG,santana do riacho,"santana do riacho MG, Brazil",-19.168611
MG,congonhas do norte,"congonhas do norte MG, Brazil",-18.8100392
MG,conceicao do mato dentro,"conceicao do mato dentro MG, Brazil",-19.037222
MG,santo antonio do norte,"santo antonio do norte MG, Brazil",-18.78349335
MG,dom joaquim,"dom joaquim MG, Brazil",-18.967137
MG,gororos,"gororos MG, Brazil",-18.83
MG,morro do pilar,"morro do pilar MG, Brazil",-19.216389
MG,carmesia,"carmesia MG, Brazil",-19.0854535
MG,santo antonio do rio abaixo,"santo antonio do rio abaixo MG, Brazil",-19.2280364
MG,dores de guanhaes,"dores de guanhaes MG, Brazil",-19.0578968
MG,itabira,"itabira MG, Brazil",-19.6186264
MG,ipoema,"ipoema MG, Brazil",-19.6199949
MG,senhora do carmo,"senhora do carmo MG, Brazil",-19.50872735
MG,bom jesus do amparo,"bom jesus do amparo MG, Brazil",-19.7045132
MG,santa maria de itabira,"santa maria de itabira MG, Brazil",-19.4483453
MG,nova era,"nova era MG, Brazil",-20.7426124
MG,joao monlevade,"joao monlevade MG, Brazil",-19.809444
MG,sao goncalo do rio abaixo,"sao goncalo do rio abaixo MG, Brazil",-19.8252042
MG,bela vista de minas,"bela vista de minas MG, Brazil",-19.8289721
MG,rio piracicaba,"rio piracicaba MG, Brazil",-19.982333
MG,alvinopolis,"alvinopolis MG, Brazil",-20.1105199
MG,fonseca,"fonseca MG, Brazil",-20.136193650000003
MG,santa barbara,"santa barbara MG, Brazil",-19.959444
MG,barra feliz,"barra feliz MG, Brazil",-19.95805085
MG,catas altas,"catas altas MG, Brazil",-20.0748989
MG,barao de cocais,"barao de cocais MG, Brazil",-19.9452437
MG,barão de cocais,"barão de cocais MG, Brazil",-19.9452437
MG,dionisio,"dionisio MG, Brazil",-19.841944
MG,sao jose do goiabal,"sao jose do goiabal MG, Brazil",-19.925098
MG,sao domingos do prata,"sao domingos do prata MG, Brazil",-19.8671078
MG,juiz de fora,"juiz de fora MG, Brazil",-21.7609533
MG,sarandira,"sarandira MG, Brazil",-21.832199
MG,rosario de minas,"rosario de minas MG, Brazil",-21.7085611
MG,ewbank da camara,"ewbank da camara MG, Brazil",-21.551389
MG,chacara,"chacara MG, Brazil",-21.6727567
MG,matias barbosa,"matias barbosa MG, Brazil",-21.8691643
MG,simao pereira,"simao pereira MG, Brazil",-21.963611
MG,belmiro braga,"belmiro braga MG, Brazil",-21.9486291
MG,rio preto,"rio preto MG, Brazil",-16.535859
MG,santa barbara do monte verde,"santa barbara do monte verde MG, Brazil",-21.9578146
MG,santa rita de jacutinga,"santa rita de jacutinga MG, Brazil",-22.149166
MG,lima duarte,"lima duarte MG, Brazil",-21.842777
MG,conceicao da ibitipoca,"conceicao da ibitipoca MG, Brazil",-21.7193029
MG,olaria,"olaria MG, Brazil",-21.8607194
MG,santana do garambeu,"santana do garambeu MG, Brazil",-21.601389
MG,pedro teixeira,"pedro teixeira MG, Brazil",-21.7056637
MG,rio novo,"rio novo MG, Brazil",-21.4753189
MG,goiana,"goiana MG, Brazil",-21.5375
MG,coronel pacheco,"coronel pacheco MG, Brazil",-21.5878865
MG,piau,"piau MG, Brazil",-21.5074738
MG,guarani,"guarani MG, Brazil",-21.35876
MG,tabuleiro,"tabuleiro MG, Brazil",-21.3592212
MG,pirauba,"pirauba MG, Brazil",-21.276945
MG,rio pomba,"rio pomba MG, Brazil",-21.275
MG,silveirania,"silveirania MG, Brazil",-21.158611
MG,merces,"merces MG, Brazil",-21.1947265
MG,paiva,"paiva MG, Brazil",-21.289441
MG,barbacena,"barbacena MG, Brazil",-21.2254524
MG,costas da mantiqueira,"costas da mantiqueira MG, Brazil",-21.246871
MG,pinheiro grosso,"pinheiro grosso MG, Brazil",-21.20363465
MG,correia de almeida,"correia de almeida MG, Brazil",-21.2975259
MG,desterro do melo,"desterro do melo MG, Brazil",-21.1460033
MG,barroso,"barroso MG, Brazil",-21.187137
MG,dores de campos,"dores de campos MG, Brazil",-21.107222
MG,santa barbara do tugurio,"santa barbara do tugurio MG, Brazil",-21.245833
MG,antonio carlos,"antonio carlos MG, Brazil",-21.318334
MG,ibertioga,"ibertioga MG, Brazil",-21.431111
MG,piedade do rio grande,"piedade do rio grande MG, Brazil",-21.4679371
MG,bias fortes,"bias fortes MG, Brazil",-21.605833
MG,santa rita do ibitipoca,"santa rita do ibitipoca MG, Brazil",
MG,santos dumont,"santos dumont MG, Brazil",-21.455867
MG,dores do paraibuna,"dores do paraibuna MG, Brazil",-21.5072555
MG,sao joao da serra,"sao joao da serra MG, Brazil",-21.4747667
MG,conceicao do formoso,"conceicao do formoso MG, Brazil",-21.4055934
MG,oliveira fortes,"oliveira fortes MG, Brazil",-21.3391156
MG,aracitaba,"aracitaba MG, Brazil",-21.3425
MG,alto rio doce,"alto rio doce MG, Brazil",-21.0239537
MG,abreus,"abreus MG, Brazil",-21.0159533
MG,vitorinos,"vitorinos MG, Brazil",-20.9625623
MG,cipotanea,"cipotanea MG, Brazil",-20.905278
MG,ressaquinha,"ressaquinha MG, Brazil",-21.063056
MG,alfredo vasconcelos,"alfredo vasconcelos MG, Brazil",-21.145833
MG,senhora dos remedios,"senhora dos remedios MG, Brazil",-21.028056
MG,carandai,"carandai MG, Brazil",-20.9523934
MG,capela nova,"capela nova MG, Brazil",-20.9236773
MG,sao joao del rei,"sao joao del rei MG, Brazil",-21.1335755
MG,rio das mortes,"rio das mortes MG, Brazil",-21.1888416
MG,sao sebastiao da vitoria,"sao sebastiao da vitoria MG, Brazil",-21.241336
MG,prados,"prados MG, Brazil",-21.0572943
MG,tiradentes,"tiradentes MG, Brazil",-21.1104688
MG,santa cruz de minas,"santa cruz de minas MG, Brazil",-21.1205363
MG,coronel xavier chaves,"coronel xavier chaves MG, Brazil",-21.0234482
MG,ritapolis,"ritapolis MG, Brazil",-21.0250052
MG,resende costa,"resende costa MG, Brazil",-20.921945
MG,lagoa dourada,"lagoa dourada MG, Brazil",-20.914444
MG,sao tiago,"sao tiago MG, Brazil",-20.913056
MG,merces de agua limpa,"merces de agua limpa MG, Brazil",-21.03203245
MG,conceicao da barra de minas,"conceicao da barra de minas MG, Brazil",-21.128889
MG,nazareno,"nazareno MG, Brazil",-21.2189807
MG,itutinga,"itutinga MG, Brazil",-21.297383
MG,conselheiro lafaiete,"conselheiro lafaiete MG, Brazil",-20.6596107
MG,congonhas,"congonhas MG, Brazil",-20.5015168
MG,alto maranhao,"alto maranhao MG, Brazil",-20.5655119
MG,ouro branco,"ouro branco MG, Brazil",-20.5230256
MG,casa grande,"casa grande MG, Brazil",-20.7937571
MG,queluzito,"queluzito MG, Brazil",-20.739722
MG,cristiano otoni,"cristiano otoni MG, Brazil",-20.8324096
MG,caranaiba,"caranaiba MG, Brazil",-20.8736914
MG,santana dos montes,"santana dos montes MG, Brazil",-20.7875735
MG,itaverava,"itaverava MG, Brazil",-20.6763122
MG,catas altas da noruega,"catas altas da noruega MG, Brazil",-20.690277
MG,lamim,"lamim MG, Brazil",-20.7905386
MG,rio espera,"rio espera MG, Brazil",-20.9060615
MG,rio melo,"rio melo MG, Brazil",-20.84957545
MG,senhora de oliveira,"senhora de oliveira MG, Brazil",-20.793889
MG,presidente bernardes,"presidente bernardes MG, Brazil",-20.7685467
MG,piranga,"piranga MG, Brazil",-20.685
MG,santo antonio do pirapetinga,"santo antonio do pirapetinga MG, Brazil",-20.6297078
MG,pinheiros altos,"pinheiros altos MG, Brazil",-20.566
MG,uba,"uba MG, Brazil",-21.12
MG,rodeiro,"rodeiro MG, Brazil",-21.200278
MG,tocantins,"tocantins MG, Brazil",-21.1738872
MG,dores do turvo,"dores do turvo MG, Brazil",-20.975278
MG,guidoval,"guidoval MG, Brazil",-21.1514477
MG,visconde do rio branco,"visconde do rio branco MG, Brazil",-21.01
MG,guiricema,"guiricema MG, Brazil",-21.0086064
MG,sao geraldo,"sao geraldo MG, Brazil",-20.9221894
MG,senador firmino,"senador firmino MG, Brazil",-20.9169703
MG,bras pires,"bras pires MG, Brazil",-20.8483109
MG,paula candido,"paula candido MG, Brazil",-20.8737735
MG,divinesia,"divinesia MG, Brazil",-20.990277
MG,coimbra,"coimbra MG, Brazil",-20.8563255
MG,ervalia,"ervalia MG, Brazil",-20.8400156
