state_sigla,city,localizador,latitud
TO,araguatins,"araguatins TO, Brazil",-5.6529384
TO,sao bento do tocantins,"sao bento do tocantins TO, Brazil",-6.021853
TO,augustinopolis,"augustinopolis TO, Brazil",-5.4662267
TO,praia norte,"praia norte TO, Brazil",-5.392812
TO,sampaio,"sampaio TO, Brazil",-5.354233
TO,sao sebastiao do tocantins,"sao sebastiao do tocantins TO, Brazil",-5.2587094
TO,esperantina,"esperantina TO, Brazil",-5.3658232
TO,buriti do tocantins,"buriti do tocantins TO, Brazil",-5.3187439
MT,cuiaba,"cuiaba MT, Brazil",-15.5986686
MT,cuiabá,"cuiabá MT, Brazil",-15.5986686
MT,nossa senhora da guia,"nossa senhora da guia MT, Brazil",-16.4946675
MT,varzea grande,"varzea grande MT, Brazil",-15.645816
MT,nossa senhora do livramento,"nossa senhora do livramento MT, Brazil",-15.7725185
MT,pocone,"pocone MT, Brazil",-16.2581978
MT,cangas,"cangas MT, Brazil",-16.0837976
MT,santo antonio do leverger,"santo antonio do leverger MT, Brazil",
MT,barao de melgaco,"barao de melgaco MT, Brazil",-16.195776
MT,chapada dos guimaraes,"chapada dos guimaraes MT, Brazil",-15.464343
MT,caceres,"caceres MT, Brazil",-16.0644315
MT,curvelandia,"curvelandia MT, Brazil",-15.6108629
MT,porto esperidiao,"porto esperidiao MT, Brazil",-15.8521665
MT,nova lacerda,"nova lacerda MT, Brazil",-14.4753855
MT,vila bela da santissima trindade,"vila bela da santissima trindade MT, Brazil",-15.009904
MT,pontes e lacerda,"pontes e lacerda MT, Brazil",-15.2315171
MT,vale de sao domingos,"vale de sao domingos MT, Brazil",-15.2966987
MT,conquista d'oeste,"conquista d'oeste MT, Brazil",-14.5381171
MT,jauru,"jauru MT, Brazil",-15.3407762
MT,araputanga,"araputanga MT, Brazil",-15.4710868
MT,reserva do cabacal,"reserva do cabacal MT, Brazil",-15.1211207
MT,salto do ceu,"salto do ceu MT, Brazil",-15.1295662
MT,rio branco,"rio branco MT, Brazil",-15.2398109
MT,lambari d%26apos%3boeste,"lambari d%26apos%3boeste MT, Brazil",
MT,mirassol d oeste,"mirassol d oeste MT, Brazil",-15.675947
MT,sonho azul,"sonho azul MT, Brazil",-15.7703888
MT,sao jose dos quatro marcos,"sao jose dos quatro marcos MT, Brazil",-15.627584
MT,figueiropolis d oeste,"figueiropolis d oeste MT, Brazil",-15.443918
MT,gloria d'oeste,"gloria d'oeste MT, Brazil",-15.7680093
MT,indiavai,"indiavai MT, Brazil",-15.4941405
MT,tangara da serra,"tangara da serra MT, Brazil",-14.6213903
MT,campos de julio,"campos de julio MT, Brazil",-13.7223646
MT,comodoro,"comodoro MT, Brazil",-13.6581107
MT,juina,"juina MT, Brazil",-11.4230908
MT,aripuana,"aripuana MT, Brazil",-10.175806
MT,cotriguacu,"cotriguacu MT, Brazil",-9.9034364
MT,colniza,"colniza MT, Brazil",-9.4560637
MT,rondolandia,"rondolandia MT, Brazil",-10.8428772
MT,juruena,"juruena MT, Brazil",-10.3282716
MT,castanheira,"castanheira MT, Brazil",-11.1391946
MT,brasnorte,"brasnorte MT, Brazil",-12.1218837
MT,campo novo do parecis,"campo novo do parecis MT, Brazil",-13.658735
MT,itamarati norte,"itamarati norte MT, Brazil",-14.3172978
MT,sapezal,"sapezal MT, Brazil",-13.547958
MT,nova olimpia,"nova olimpia MT, Brazil",-14.7764648
MT,denise,"denise MT, Brazil",-14.7292165
MT,barra do bugres,"barra do bugres MT, Brazil",-15.0683712
MT,porto estrela,"porto estrela MT, Brazil",-15.3331148
MT,diamantino,"diamantino MT, Brazil",-14.4036262
MT,alto paraguai,"alto paraguai MT, Brazil",-14.513712
MT,nova marilandia,"nova marilandia MT, Brazil",-14.3653436
MT,arenapolis,"arenapolis MT, Brazil",-14.460185
MT,santo afonso,"santo afonso MT, Brazil",-14.4960696
MT,nortelandia,"nortelandia MT, Brazil",-14.4518972
MT,sao jose do rio claro,"sao jose do rio claro MT, Brazil",-13.4467103
MT,nova maringa,"nova maringa MT, Brazil",-13.0314433
MT,nova mutum,"nova mutum MT, Brazil",-13.8255015
MT,santa rita do trivelato,"santa rita do trivelato MT, Brazil",-13.8139517
MT,lucas do rio verde,"lucas do rio verde MT, Brazil",-13.0664609
MT,nobres,"nobres MT, Brazil",-14.7196233
MT,rosario oeste,"rosario oeste MT, Brazil",-14.825938
MT,acorizal,"acorizal MT, Brazil",-15.2001544
MT,jangada,"jangada MT, Brazil",-15.2403903
MT,colider,"colider MT, Brazil",-10.8094999
MT,terra nova do norte,"terra nova do norte MT, Brazil",-10.5995196
MT,nova guarita,"nova guarita MT, Brazil",-10.3102031
MT,itauba,"itauba MT, Brazil",-11.0084948
MT,nova canaa do norte,"nova canaa do norte MT, Brazil",-10.6367877
MT,colorado do norte,"colorado do norte MT, Brazil",3.6760133
MT,guaranta do norte,"guaranta do norte MT, Brazil",-9.9517992
MT,matupa,"matupa MT, Brazil",-10.1683242
MT,novo mundo,"novo mundo MT, Brazil",-9.9752901
MT,peixoto de azevedo,"peixoto de azevedo MT, Brazil",-10.2429203
MT,marcelandia,"marcelandia MT, Brazil",-11.0794264
MT,claudia,"claudia MT, Brazil",-11.5057202
MT,uniao do sul,"uniao do sul MT, Brazil",-11.5308712
MT,santa carmem,"santa carmem MT, Brazil",-11.9745614
MT,nova santa helena,"nova santa helena MT, Brazil",-10.8495357
MT,sinop,"sinop MT, Brazil",-11.8508224
MT,nova brasilandia d'oeste,"nova brasilandia d'oeste MT, Brazil",-14.9298622
MT,porto dos gauchos,"porto dos gauchos MT, Brazil",-11.532999
MT,tabapora,"tabapora MT, Brazil",-11.3085286
MT,nova bandeirantes,"nova bandeirantes MT, Brazil",-9.8494172
MT,novo horizonte do norte,"novo horizonte do norte MT, Brazil",-11.3904019
MT,tapurah,"tapurah MT, Brazil",-12.742385
MT,juara,"juara MT, Brazil",-11.2535587
MT,ipiranga do norte,"ipiranga do norte MT, Brazil",-12.2408004
MT,itanhanga,"itanhanga MT, Brazil",-12.2323038
MT,alta floresta,"alta floresta MT, Brazil",-9.8698547
MT,carlinda,"carlinda MT, Brazil",-9.9690671
MT,paranaita,"paranaita MT, Brazil",-9.6655602
MT,nova monte verde,"nova monte verde MT, Brazil",-9.9796694
MT,apiacas,"apiacas MT, Brazil",-9.5678422
MT,barra do garcas,"barra do garcas MT, Brazil",-15.8916033
MT,ponte branca,"ponte branca MT, Brazil",-16.758407
MT,ribeiraozinho,"ribeiraozinho MT, Brazil",-16.489765
MT,araguainha,"araguainha MT, Brazil",-16.857016
MT,general carneiro,"general carneiro MT, Brazil",-15.7070922
MT,novo sao joaquim,"novo sao joaquim MT, Brazil",-14.9108231
MT,santo antonio do leste,"santo antonio do leste MT, Brazil",-14.8037659
MT,campinapolis,"campinapolis MT, Brazil",-14.5403731
MT,agua boa,"agua boa MT, Brazil",-14.0522968
MT,nova nazaré,"nova nazaré MT, Brazil",-13.9897745
MT,canarana,"canarana MT, Brazil",-13.5564602
MT,querencia,"querencia MT, Brazil",-12.5944625
MT,vila rica,"vila rica MT, Brazil",-10.013666
MT,santa terezinha,"santa terezinha MT, Brazil",-10.470375
MT,confresa,"confresa MT, Brazil",-10.643695
MT,porto alegre do norte,"porto alegre do norte MT, Brazil",-10.8792851
MT,canabrava do norte,"canabrava do norte MT, Brazil",-11.0516481
MT,luciara,"luciara MT, Brazil",-11.2234472
MT,sao jose do xingu,"sao jose do xingu MT, Brazil",-10.803888
MT,santa cruz do xingu,"santa cruz do xingu MT, Brazil",-10.1533447
MT,alto boa vista,"alto boa vista MT, Brazil",-11.6723985
MT,serra nova dourada,"serra nova dourada MT, Brazil",-12.0890348
MT,sao felix do araguaia,"sao felix do araguaia MT, Brazil",-11.6170646
MT,novo santo antonio,"novo santo antonio MT, Brazil",-12.2909756
MT,ribeirao cascalheira,"ribeirao cascalheira MT, Brazil",-12.936738
MT,bom jesus do araguaia,"bom jesus do araguaia MT, Brazil",-12.1725897
MT,cocalinho,"cocalinho MT, Brazil",-14.390339
MT,araguaiana,"araguaiana MT, Brazil",-15.729144
MT,nova xavantina,"nova xavantina MT, Brazil",-14.6794165
MT,torixoreu,"torixoreu MT, Brazil",-16.200591
MT,pontal do araguaia,"pontal do araguaia MT, Brazil",-15.9045099
MT,rondonopolis,"rondonopolis MT, Brazil",-16.4603533
MT,boa vista,"boa vista MT, Brazil",-16.199238
MT,guiratinga,"guiratinga MT, Brazil",-16.3457422
MT,alto garcas,"alto garcas MT, Brazil",-16.9469683
MT,sao jose do povo,"sao jose do povo MT, Brazil",-16.4647805
MT,tesouro,"tesouro MT, Brazil",-16.0802073
MT,alto araguaia,"alto araguaia MT, Brazil",-17.3156528
MT,alto taquari,"alto taquari MT, Brazil",-17.8269099
MT,itiquira,"itiquira MT, Brazil",-17.2033274
MT,pedra preta,"pedra preta MT, Brazil",-16.6230015
MT,poxoreu,"poxoreu MT, Brazil",-15.8290891
MT,juscimeira,"juscimeira MT, Brazil",-16.0517819
MT,jaciara,"jaciara MT, Brazil",-15.9520115
MT,dom aquino,"dom aquino MT, Brazil",-15.809899
MT,sao pedro da cipa,"sao pedro da cipa MT, Brazil",-16.0030443
MT,campo verde,"campo verde MT, Brazil",-15.5430787
MT,primavera do leste,"primavera do leste MT, Brazil",-15.5614127
MT,planalto da serra,"planalto da serra MT, Brazil",-14.6627994
MT,nova brasilandia,"nova brasilandia MT, Brazil",-14.9298622
MT,paranatinga,"paranatinga MT, Brazil",-14.4297856
MT,gaucha do norte,"gaucha do norte MT, Brazil",-13.18136
MT,vera,"vera MT, Brazil",-12.2949604
MT,feliz natal,"feliz natal MT, Brazil",-12.3802463
MT,nova ubirata,"nova ubirata MT, Brazil",-13.03484
MT,sorriso,"sorriso MT, Brazil",-12.5444887
MT,boa esperanca,"boa esperanca MT, Brazil",-13.508104
MS,campo grande,"campo grande MS, Brazil",-20.4845788
MS,anhandui,"anhandui MS, Brazil",-21.12972105
MS,rio brilhante,"rio brilhante MS, Brazil",-21.8046467
MS,prudencio thomaz,"prudencio thomaz MS, Brazil",-21.622469950000003
MS,nova alvorada do sul,"nova alvorada do sul MS, Brazil",-21.4587274
MS,maracaju,"maracaju MS, Brazil",-21.6163005
MS,vista alegre,"vista alegre MS, Brazil",-21.72509855
MS,sidrolandia,"sidrolandia MS, Brazil",-20.9361042
MS,ribas do rio pardo,"ribas do rio pardo MS, Brazil",-20.4477984
MS,terenos,"terenos MS, Brazil",-20.4409259
MS,aquidauana,"aquidauana MS, Brazil",-20.473969
MS,cipolandia,"cipolandia MS, Brazil",-20.14619415
MS,anastacio,"anastacio MS, Brazil",-20.4832458
MS,dois irmaos do buriti,"dois irmaos do buriti MS, Brazil",-20.6906107
MS,nioaque,"nioaque MS, Brazil",-21.1605528
MS,guia lopes da laguna,"guia lopes da laguna MS, Brazil",-21.5375346
MS,jardim,"jardim MS, Brazil",-21.479941
MS,bela vista,"bela vista MS, Brazil",-22.107327
MS,caracol,"caracol MS, Brazil",-22.0169949
MS,porto murtinho,"porto murtinho MS, Brazil",-21.698078
MS,bonito,"bonito MS, Brazil",-21.1264766
MS,corumba,"corumba MS, Brazil",-19.0016365
MS,ladario,"ladario MS, Brazil",-19.0036585
MS,miranda,"miranda MS, Brazil",-20.2401082
MS,bodoquena,"bodoquena MS, Brazil",-20.5508775
MS,coxim,"coxim MS, Brazil",-18.504915
MS,pedro gomes,"pedro gomes MS, Brazil",-18.0990797
MS,sonora,"sonora MS, Brazil",-17.5852028
MS,camapua,"camapua MS, Brazil",-19.5291747
MS,pontinha do cocho,"pontinha do cocho MS, Brazil",-19.092417500000003
MS,figueirao,"figueirao MS, Brazil",-18.67821
MS,bandeirantes,"bandeirantes MS, Brazil",-19.9179623
MS,jaraguari,"jaraguari MS, Brazil",-20.1019755
MS,rochedo,"rochedo MS, Brazil",-19.956488
MS,corguinho,"corguinho MS, Brazil",-19.827429
MS,rio negro,"rio negro MS, Brazil",-19.4466984
MS,rio verde de mato grosso,"rio verde de mato grosso MS, Brazil",-18.9169208
MS,sao gabriel do oeste,"sao gabriel do oeste MS, Brazil",-19.3944843
MS,paranaiba,"paranaiba MS, Brazil",-19.6751971
MS,alcinopolis,"alcinopolis MS, Brazil",-18.3264121
MS,cassilandia,"cassilandia MS, Brazil",-19.1128242
MS,costa rica,"costa rica MS, Brazil",-18.5333859
MS,paraiso das aguas,"paraiso das aguas MS, Brazil",-19.0219279
MS,chapadao do sul,"chapadao do sul MS, Brazil",-18.7949051
MS,aparecida do taboado,"aparecida do taboado MS, Brazil",-20.0840304
MS,inocencia,"inocencia MS, Brazil",-19.7310751
MS,selviria,"selviria MS, Brazil",-20.3616393
MS,tres lagoas,"tres lagoas MS, Brazil",-20.7866799
MS,arapua,"arapua MS, Brazil",-20.76263115
MS,brasilandia,"brasilandia MS, Brazil",-21.255575
MS,agua clara,"agua clara MS, Brazil",-20.4385757
MS,santa rita do pardo,"santa rita do pardo MS, Brazil",-21.3025544
MS,fatima do sul,"fatima do sul MS, Brazil",-22.3750499
MS,vicentina,"vicentina MS, Brazil",-22.4093447
MS,sao jose,"sao jose MS, Brazil",-22.4880897
MS,jatei,"jatei MS, Brazil",-22.4815624
MS,gloria de dourados,"gloria de dourados MS, Brazil",-22.4173731
MS,ivinhema,"ivinhema MS, Brazil",-22.302254
MS,amandina,"amandina MS, Brazil",-22.41961255
MS,novo horizonte do sul,"novo horizonte do sul MS, Brazil",-22.6546565
MS,nova andradina,"nova andradina MS, Brazil",-22.2547041
MS,nova casa verde,"nova casa verde MS, Brazil",-21.7987696
MS,bataipora,"bataipora MS, Brazil",-22.2976466
MS,taquarussu,"taquarussu MS, Brazil",-22.4870022
MS,anaurilandia,"anaurilandia MS, Brazil",-22.185169
MS,bataguassu,"bataguassu MS, Brazil",-21.715899
MS,angelica,"angelica MS, Brazil",-22.1588196
MS,deodapolis,"deodapolis MS, Brazil",-22.276272
MS,lagoa bonita,"lagoa bonita MS, Brazil",-22.2257347
MS,dourados,"dourados MS, Brazil",-22.2206145
MS,sao pedro,"sao pedro MS, Brazil",-22.1859016
MS,itahum,"itahum MS, Brazil",-22.0854362
MS,vila vargas,"vila vargas MS, Brazil",-22.140481
MS,douradina,"douradina MS, Brazil",-22.0402812
MS,itapora,"itapora MS, Brazil",-22.0799142
MS,pirapora,"pirapora MS, Brazil",-21.96660635
MS,montese,"montese MS, Brazil",-22.02249725
MS,ponta pora,"ponta pora MS, Brazil",-22.5286917
MS,ponta porã,"ponta porã MS, Brazil",-22.5286917
MS,sanga puita,"sanga puita MS, Brazil",-22.6544156
MS,antonio joao,"antonio joao MS, Brazil",-22.1892837
MS,laguna carapa,"laguna carapa MS, Brazil",-22.5549233
MS,paranhos,"paranhos MS, Brazil",-23.8927851
MS,aral moreira,"aral moreira MS, Brazil",-22.951141
MS,vila marques,"vila marques MS, Brazil",-23.0255335
MS,sete quedas,"sete quedas MS, Brazil",-23.978822
MS,caarapo,"caarapo MS, Brazil",-22.6349267
MS,cristalina,"cristalina MS, Brazil",-22.4966296
MS,navirai,"navirai MS, Brazil",-23.0622152
MS,juti,"juti MS, Brazil",-22.8611994
MS,iguatemi,"iguatemi MS, Brazil",-23.673555
MS,itaquirai,"itaquirai MS, Brazil",-23.4801914
MS,eldorado,"eldorado MS, Brazil",-23.7838809
MS,tacuru,"tacuru MS, Brazil",-23.635954
MS,mundo novo,"mundo novo MS, Brazil",-23.9378876
MS,japora,"japora MS, Brazil",-23.8919161
MS,amambai,"amambai MS, Brazil",-23.1082701
MS,coronel sapucaia,"coronel sapucaia MS, Brazil",-23.27186
PR,curitiba,"curitiba PR, Brazil",-25.4295963
PR,balneario de picarras,"balneario de picarras PR, Brazil",
PR,* cidade,"* cidade PR, Brazil",-23.5503953
PR,sao jose dos pinhais,"sao jose dos pinhais PR, Brazil",-25.533816
PR,sao  jose dos pinhais,"sao  jose dos pinhais PR, Brazil",-25.533816
PR,tijucas do sul,"tijucas do sul PR, Brazil",-25.9273376
PR,paranagua,"paranagua PR, Brazil",-25.5148822
PR,alexandra,"alexandra PR, Brazil",-25.55307745
PR,ilha dos valadares,"ilha dos valadares PR, Brazil",-25.5329481
PR,pontal do parana,"pontal do parana PR, Brazil",-25.574765
PR,matinhos,"matinhos PR, Brazil",-25.8187344
PR,guaratuba,"guaratuba PR, Brazil",-25.8806192
PR,piraquara,"piraquara PR, Brazil",-25.4423273
PR,pinhais,"pinhais PR, Brazil",-25.4443488
PR,morretes,"morretes PR, Brazil",-25.4770051
PR,porto de cima,"porto de cima PR, Brazil",-25.4351873
PR,antonina,"antonina PR, Brazil",-25.4298854
PR,guaraquecaba,"guaraquecaba PR, Brazil",-25.2983566
PR,colombo,"colombo PR, Brazil",-25.2925439
PR,quatro barras,"quatro barras PR, Brazil",-25.3708987
PR,borda do campo,"borda do campo PR, Brazil",-25.5311409
PR,campina grande do sul,"campina grande do sul PR, Brazil",-25.3046032
PR,bocaiuva do sul,"bocaiuva do sul PR, Brazil",-25.206591
PR,tunas do parana,"tunas do parana PR, Brazil",-24.9761456
PR,adrianopolis,"adrianopolis PR, Brazil",-24.6557863
PR,almirante tamandare,"almirante tamandare PR, Brazil",-25.3133048
PR,campo magro,"campo magro PR, Brazil",-25.3691533
PR,rio branco do sul,"rio branco do sul PR, Brazil",-25.1885374
PR,itaperucu,"itaperucu PR, Brazil",-25.21926
PR,cerro azul,"cerro azul PR, Brazil",-24.8245108
PR,doutor ulysses,"doutor ulysses PR, Brazil",-24.5661713
PR,campo largo,"campo largo PR, Brazil",-25.4597726
PR,balsa nova,"balsa nova PR, Brazil",-25.5842234
PR,bugre,"bugre PR, Brazil",-25.4978707
PR,araucaria,"araucaria PR, Brazil",-25.5861107
PR,contenda,"contenda PR, Brazil",-25.678811
PR,lapa,"lapa PR, Brazil",-12.9823694
PR,mariental,"mariental PR, Brazil",-25.72806705
PR,mandirituba,"mandirituba PR, Brazil",-25.7772457
PR,areia branca dos assis,"areia branca dos assis PR, Brazil",-25.8649896
PR,fazenda rio grande,"fazenda rio grande PR, Brazil",-25.645841
PR,quitandinha,"quitandinha PR, Brazil",-25.8737269
PR,doce grande,"doce grande PR, Brazil",-26.022387
PR,agudos do sul,"agudos do sul PR, Brazil",-25.9890808
PR,pien,"pien PR, Brazil",-26.0988916
PR,campo do tenente,"campo do tenente PR, Brazil",-25.9814143
PR,rio negro,"rio negro PR, Brazil",-26.1047668
PR,sao mateus do sul,"sao mateus do sul PR, Brazil",-25.866823
PR,antonio olinto,"antonio olinto PR, Brazil",-25.9849006
PR,ponta grossa,"ponta grossa PR, Brazil",-25.0891685
PR,palmeira,"palmeira PR, Brazil",-25.4269718
PR,porto amazonas,"porto amazonas PR, Brazil",-25.5494226
PR,carambei,"carambei PR, Brazil",-24.9513298
PR,sao joao do triunfo,"sao joao do triunfo PR, Brazil",-25.682971
PR,castro,"castro PR, Brazil",-24.794072
PR,socavao,"socavao PR, Brazil",-24.7724224
PR,colonia castrolanda,"colonia castrolanda PR, Brazil",
PR,jaguariaiva,"jaguariaiva PR, Brazil",-24.2589699
PR,senges,"senges PR, Brazil",-24.1141771
PR,pirai do sul,"pirai do sul PR, Brazil",-24.5346602
PR,imbau,"imbau PR, Brazil",-24.447597
PR,telemaco borba,"telemaco borba PR, Brazil",-24.3282939
PR,harmonia,"harmonia PR, Brazil",-24.3003358
PR,curiuva,"curiuva PR, Brazil",-24.0383013
PR,figueira,"figueira PR, Brazil",-23.8481018
PR,sapopema,"sapopema PR, Brazil",-23.9105099
PR,tibagi,"tibagi PR, Brazil",-24.5151667
PR,caetano mendes,"caetano mendes PR, Brazil",-24.6277664
PR,reserva,"reserva PR, Brazil",-24.6545336
PR,ventania,"ventania PR, Brazil",-24.2470771
PR,ortigueira,"ortigueira PR, Brazil",-24.2088891
PR,prudentopolis,"prudentopolis PR, Brazil",-25.203358
PR,imbituva,"imbituva PR, Brazil",-25.2293338
PR,guamiranga,"guamiranga PR, Brazil",-25.1909033
PR,ipiranga,"ipiranga PR, Brazil",-25.0239759
PR,ivai,"ivai PR, Brazil",-25.0069795
PR,bom jardim do sul,"bom jardim do sul PR, Brazil",-25.0293818
PR,candido de abreu,"candido de abreu PR, Brazil",-24.5747463
PR,irati,"irati PR, Brazil",-25.469663
PR,teixeira soares,"teixeira soares PR, Brazil",-25.3719287
PR,fernandes pinheiro,"fernandes pinheiro PR, Brazil",-25.4148066
PR,reboucas,"reboucas PR, Brazil",-25.6259339
PR,rio azul,"rio azul PR, Brazil",-25.726644
PR,mallet,"mallet PR, Brazil",-25.8851656
PR,uniao da vitoria,"uniao da vitoria PR, Brazil",-26.228596
PR,porto vitoria,"porto vitoria PR, Brazil",-26.1605673
PR,cruz machado,"cruz machado PR, Brazil",-26.0184626
PR,santana,"santana PR, Brazil",-30.0488788
PR,paula freitas,"paula freitas PR, Brazil",-26.2092739
PR,paulo frontin,"paulo frontin PR, Brazil",-26.0399524
PR,bituruna,"bituruna PR, Brazil",-26.161281
PR,general carneiro,"general carneiro PR, Brazil",-26.422982
PR,ibaiti,"ibaiti PR, Brazil",-23.8452962
PR,japira,"japira PR, Brazil",-23.8119773
PR,pinhalao,"pinhalao PR, Brazil",-23.7889966
PR,jaboti,"jaboti PR, Brazil",-23.7431092
PR,tomazina,"tomazina PR, Brazil",-23.7777942
PR,siqueira campos,"siqueira campos PR, Brazil",-23.687481
PR,salto do itarare,"salto do itarare PR, Brazil",-23.6038767
PR,wenceslau braz,"wenceslau braz PR, Brazil",-23.8748841
PR,santana do itarare,"santana do itarare PR, Brazil",-23.7566225
PR,sao jose da boa vista,"sao jose da boa vista PR, Brazil",-23.9171872
PR,arapoti,"arapoti PR, Brazil",-24.1457957
PR,guarapuava,"guarapuava PR, Brazil",-25.3950986
PR,palmeirinha,"palmeirinha PR, Brazil",-25.2481896
PR,colonia jordaozinho,"colonia jordaozinho PR, Brazil",
PR,colonia vitoria,"colonia vitoria PR, Brazil",-24.2627685
PR,candoi,"candoi PR, Brazil",-25.5711951
PR,foz do jordao,"foz do jordao PR, Brazil",-25.7377144
PR,campina do simao,"campina do simao PR, Brazil",-25.1086375
PR,turvo,"turvo PR, Brazil",-25.043933
PR,inacio martins,"inacio martins PR, Brazil",-25.5725435
PR,cantagalo,"cantagalo PR, Brazil",-25.3735238
PR,goioxim,"goioxim PR, Brazil",-25.1987274
PR,marquinho,"marquinho PR, Brazil",-25.1133759
PR,pinhao,"pinhao PR, Brazil",-25.6960895
PR,reserva do iguacu,"reserva do iguacu PR, Brazil",-25.8365103
PR,pitanga,"pitanga PR, Brazil",-24.759586
PR,boa ventura de sao roque,"boa ventura de sao roque PR, Brazil",-24.88177
PR,santa maria do oeste,"santa maria do oeste PR, Brazil",-24.9392355
PR,mato rico,"mato rico PR, Brazil",-24.7045571
PR,nova tebas,"nova tebas PR, Brazil",-24.437958
PR,manoel ribas,"manoel ribas PR, Brazil",-24.5177239
PR,palmital,"palmital PR, Brazil",-24.8842985
PR,laranjal,"laranjal PR, Brazil",-24.8909736
PR,altamira do parana,"altamira do parana PR, Brazil",-24.7988854
PR,laranjeiras do sul,"laranjeiras do sul PR, Brazil",-25.4073197
PR,rio bonito do iguacu,"rio bonito do iguacu PR, Brazil",-25.4903906
PR,porto barreiro,"porto barreiro PR, Brazil",-25.5466703
PR,nova laranjeiras,"nova laranjeiras PR, Brazil",-25.305376
PR,virmond,"virmond PR, Brazil",-25.3816653
PR,guaraniacu,"guaraniacu PR, Brazil",-25.10035
PR,diamante do sul,"diamante do sul PR, Brazil",-25.0436147
PR,nova aurora,"nova aurora PR, Brazil",-24.5282336
PR,cafelandia,"cafelandia PR, Brazil",-24.6176963
PR,corbelia,"corbelia PR, Brazil",-24.7951117
PR,ouro verde do piquiri,"ouro verde do piquiri PR, Brazil",-24.6384726
PR,iguatu,"iguatu PR, Brazil",-24.7170385
PR,anahy,"anahy PR, Brazil",-24.6450861
PR,braganey,"braganey PR, Brazil",-24.8179919
PR,ubirata,"ubirata PR, Brazil",-24.542725
PR,campo bonito,"campo bonito PR, Brazil",-25.0328004
PR,quedas do iguacu,"quedas do iguacu PR, Brazil",-25.453001
PR,espigao alto do iguacu,"espigao alto do iguacu PR, Brazil",-25.4223729
PR,catanduvas,"catanduvas PR, Brazil",-25.2043528
PR,ibema,"ibema PR, Brazil",-25.1192916
PR,tres barras do parana,"tres barras do parana PR, Brazil",-25.4212699
PR,pato branco,"pato branco PR, Brazil",-26.2295984
PR,sao roque do chopim,"sao roque do chopim PR, Brazil",
PR,bom sucesso do sul,"bom sucesso do sul PR, Brazil",-26.0749256
PR,vitorino,"vitorino PR, Brazil",-26.2647687
PR,mariopolis,"mariopolis PR, Brazil",-26.3518327
PR,clevelandia,"clevelandia PR, Brazil",-26.404065
PR,mangueirinha,"mangueirinha PR, Brazil",-25.9412009
PR,honorio serpa,"honorio serpa PR, Brazil",-26.143149
PR,coronel vivida,"coronel vivida PR, Brazil",-25.9803771
PR,palmas,"palmas PR, Brazil",-26.483868
PR,coronel domingos soares,"coronel domingos soares PR, Brazil",-26.22394
PR,chopinzinho,"chopinzinho PR, Brazil",-25.8566167
PR,sulina,"sulina PR, Brazil",-25.7001327
PR,saudade do iguacu,"saudade do iguacu PR, Brazil",-25.6915533
PR,sao joao,"sao joao PR, Brazil",-25.6164631
PR,dois irmãos,"dois irmãos PR, Brazil",-24.6212043
PR,sao jorge d'oeste,"sao jorge d'oeste PR, Brazil",-25.7086966
PR,sao jorge doeste,"sao jorge doeste PR, Brazil",
PR,itapejara d  oeste,"itapejara d  oeste PR, Brazil",-25.9651274
PR,vere,"vere PR, Brazil",-25.8812309
PR,cruzeiro do iguacu,"cruzeiro do iguacu PR, Brazil",-25.6142278
PR,francisco beltrao,"francisco beltrao PR, Brazil",-26.0790979
PR,renascenca,"renascenca PR, Brazil",-26.158837
PR,marmeleiro,"marmeleiro PR, Brazil",-26.1472
PR,flor da serra do sul,"flor da serra do sul PR, Brazil",-26.2589553
PR,salgado filho,"salgado filho PR, Brazil",-26.1732041
PR,manfrinopolis,"manfrinopolis PR, Brazil",-26.1440729
PR,eneas marques,"eneas marques PR, Brazil",-25.9435584
PR,nova esperanca do sudoeste,"nova esperanca do sudoeste PR, Brazil",-25.9004038
PR,ampere,"ampere PR, Brazil",-25.9168712
PR,santa izabel do oeste,"santa izabel do oeste PR, Brazil",-25.821652
PR,dois vizinhos,"dois vizinhos PR, Brazil",-25.7464681
PR,salto do lontra,"salto do lontra PR, Brazil",-25.7815642
PR,boa esperanca do iguacu,"boa esperanca do iguacu PR, Brazil",-25.6362851
PR,nova prata do iguacu,"nova prata do iguacu PR, Brazil",-25.6325323
PR,barracao,"barracao PR, Brazil",-26.252395
PR,bom jesus do sul,"bom jesus do sul PR, Brazil",-26.192388
PR,santo antonio do sudoeste,"santo antonio do sudoeste PR, Brazil",-26.0727118
PR,pinhal de sao bento,"pinhal de sao bento PR, Brazil",-26.0326418
PR,pranchita,"pranchita PR, Brazil",-26.0209403
PR,perola d'oeste,"perola d'oeste PR, Brazil",-25.827794
PR,bela vista da caroba,"bela vista da caroba PR, Brazil",-25.8792818
PR,planalto,"planalto PR, Brazil",-25.7184492
PR,capanema,"capanema PR, Brazil",-25.6704878
PR,realeza,"realeza PR, Brazil",-25.7720262
PR,boa vista da aparecida,"boa vista da aparecida PR, Brazil",-25.4357216
PR,capitao leonidas marques,"capitao leonidas marques PR, Brazil",-25.481645
PR,alto alegre do iguacu,"alto alegre do iguacu PR, Brazil",-25.4817929
PR,santa lucia,"santa lucia PR, Brazil",-25.4079427
PR,cascavel,"cascavel PR, Brazil",-24.9554996
PR,cascavael,"cascavael PR, Brazil",
